pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y,pt11_cam1_X,pt11_cam1_Y
282.760000,687.480000,304.930000,632.160000,328.820000,574.360000,356.260000,485.050000,363.930000,414.040000,375.890000,331.220000,257.780000,603.590000,248.160000,508.290000,255.400000,422.140000,264.840000,342.160000,375.970000,244.760000
282.890000,688.390000,304.970000,633.050000,328.870000,575.060000,356.600000,485.020000,364.000000,414.060000,375.910000,331.240000,257.890000,604.250000,248.400000,508.880000,255.810000,422.310000,264.870000,342.300000,375.970000,244.790000
282.950000,688.980000,304.920000,633.870000,328.870000,575.710000,356.750000,485.050000,364.060000,414.090000,375.930000,331.280000,257.950000,604.790000,248.800000,508.920000,255.890000,422.550000,264.900000,342.530000,375.970000,244.800000
283.000000,689.750000,304.960000,634.460000,328.940000,576.070000,356.850000,485.100000,364.140000,414.120000,375.950000,331.350000,258.000000,605.110000,249.040000,509.040000,255.960000,422.910000,264.950000,342.870000,376.000000,244.850000
283.060000,690.030000,305.010000,634.900000,329.020000,576.370000,356.900000,485.140000,364.190000,414.160000,375.930000,331.450000,258.020000,605.400000,249.180000,509.140000,256.000000,423.000000,264.950000,342.960000,376.040000,244.960000
283.140000,690.270000,305.140000,635.100000,328.960000,576.810000,356.940000,485.240000,364.240000,414.190000,375.850000,331.620000,258.040000,605.900000,249.410000,509.230000,256.040000,423.080000,264.960000,343.020000,376.040000,244.960000
283.140000,690.960000,305.220000,635.340000,328.960000,577.030000,356.950000,485.300000,364.270000,414.210000,375.840000,331.690000,258.060000,606.120000,249.810000,509.130000,256.080000,423.160000,264.970000,343.090000,376.050000,244.980000
283.220000,691.520000,305.110000,635.860000,329.050000,577.200000,356.950000,485.400000,364.290000,414.260000,375.830000,331.760000,258.090000,606.280000,249.920000,509.230000,256.120000,423.280000,264.980000,343.210000,376.070000,245.040000
283.310000,691.680000,305.210000,635.950000,329.130000,577.370000,356.960000,485.460000,364.290000,414.290000,375.840000,331.800000,258.110000,606.420000,249.990000,509.380000,256.180000,423.410000,264.990000,343.330000,376.080000,245.050000
283.400000,691.810000,305.350000,636.060000,329.040000,577.630000,356.780000,485.680000,364.350000,414.310000,375.840000,331.860000,258.160000,606.850000,249.900000,509.860000,256.220000,423.810000,265.010000,343.470000,376.070000,245.090000
283.450000,691.880000,305.460000,636.070000,329.030000,577.800000,356.750000,485.760000,364.300000,414.370000,375.840000,331.890000,258.190000,606.970000,249.970000,509.940000,256.260000,423.890000,265.050000,343.810000,376.090000,245.140000
283.590000,691.950000,305.730000,636.030000,329.030000,577.920000,356.760000,485.780000,364.220000,414.520000,375.850000,331.910000,258.210000,607.050000,250.040000,510.000000,256.290000,423.950000,265.060000,343.870000,376.090000,245.160000
283.570000,692.050000,305.820000,636.150000,329.040000,578.030000,356.750000,485.840000,364.190000,414.600000,375.870000,331.960000,258.240000,607.150000,250.080000,510.050000,256.320000,424.010000,265.050000,343.930000,376.080000,245.260000
283.590000,692.100000,305.810000,636.180000,329.060000,578.060000,356.750000,485.860000,364.180000,414.640000,375.860000,331.970000,258.240000,607.200000,250.100000,510.070000,256.330000,424.030000,265.060000,343.950000,376.080000,245.270000
283.650000,692.170000,305.850000,636.240000,329.090000,578.110000,356.740000,485.880000,364.180000,414.650000,375.840000,331.980000,258.260000,607.280000,250.150000,510.110000,256.360000,424.080000,265.060000,344.010000,376.090000,245.300000
283.670000,692.260000,305.890000,636.310000,329.110000,578.190000,356.730000,485.900000,364.160000,414.690000,375.850000,332.010000,258.260000,607.330000,250.200000,510.150000,256.390000,424.110000,265.060000,344.030000,376.080000,245.380000
283.720000,692.320000,305.880000,636.430000,329.140000,578.230000,356.750000,485.920000,364.170000,414.710000,375.860000,332.040000,258.280000,607.400000,250.270000,510.200000,256.420000,424.140000,265.070000,344.060000,376.080000,245.460000
283.780000,692.410000,305.740000,636.780000,329.140000,578.300000,356.750000,485.930000,364.160000,414.740000,375.860000,332.060000,258.300000,607.470000,250.330000,510.230000,256.460000,424.190000,265.070000,344.100000,376.050000,245.680000
283.830000,692.490000,305.770000,636.840000,329.140000,578.360000,356.760000,485.940000,364.150000,414.770000,375.850000,332.080000,258.330000,607.830000,250.380000,510.250000,256.510000,424.230000,265.080000,344.130000,376.060000,245.680000
283.850000,692.930000,305.810000,636.880000,329.140000,578.430000,356.760000,485.950000,364.130000,414.800000,375.850000,332.110000,258.360000,607.880000,250.480000,510.270000,256.730000,424.290000,265.080000,344.180000,376.070000,245.730000
283.880000,692.960000,305.850000,636.920000,329.130000,578.480000,356.760000,485.970000,364.160000,414.800000,375.840000,332.150000,258.350000,607.930000,250.720000,510.190000,256.750000,424.350000,265.090000,344.240000,376.070000,245.750000
283.910000,692.990000,305.880000,636.940000,329.080000,578.600000,356.780000,485.980000,364.160000,414.830000,375.830000,332.180000,258.380000,607.980000,250.760000,510.230000,256.760000,424.410000,265.100000,344.280000,376.060000,245.770000
283.920000,693.030000,305.890000,636.980000,329.070000,578.660000,356.780000,486.000000,364.170000,414.830000,375.840000,332.200000,258.390000,608.020000,250.790000,510.270000,256.790000,424.510000,265.110000,344.370000,376.070000,245.820000
283.910000,693.060000,305.910000,637.010000,329.050000,578.750000,356.770000,486.000000,364.170000,414.840000,375.810000,332.240000,258.410000,608.070000,250.810000,510.320000,256.800000,424.810000,265.110000,344.410000,376.070000,245.840000
283.880000,693.110000,305.930000,637.040000,329.060000,578.790000,356.790000,486.020000,364.140000,414.880000,375.770000,332.300000,258.390000,608.120000,250.860000,510.340000,256.810000,424.860000,265.130000,344.530000,376.040000,245.890000
283.880000,693.130000,305.930000,637.070000,329.070000,578.820000,356.780000,486.030000,364.140000,414.880000,375.800000,332.280000,258.390000,608.140000,250.860000,510.370000,256.820000,424.870000,265.150000,344.750000,376.030000,245.910000
283.890000,693.160000,305.950000,637.090000,329.050000,578.870000,356.780000,486.040000,364.130000,414.890000,375.800000,332.280000,258.410000,608.190000,250.900000,510.420000,256.830000,424.900000,265.150000,344.790000,376.030000,245.910000
283.890000,693.210000,305.970000,637.120000,329.040000,578.920000,356.790000,486.060000,364.120000,414.900000,375.760000,332.330000,258.400000,608.220000,250.920000,510.450000,256.830000,424.930000,265.150000,344.810000,376.040000,245.940000
283.920000,693.230000,305.980000,637.150000,329.070000,578.910000,356.800000,486.050000,364.130000,414.910000,375.760000,332.330000,258.390000,608.240000,250.930000,510.500000,256.820000,424.950000,265.150000,344.840000,376.040000,245.950000
283.940000,693.230000,305.980000,637.140000,329.080000,578.910000,356.800000,486.060000,364.130000,414.900000,375.780000,332.330000,258.420000,608.260000,250.810000,510.850000,256.840000,424.960000,265.150000,344.850000,376.040000,245.950000
283.970000,693.190000,306.020000,637.130000,329.090000,578.890000,356.840000,486.060000,364.130000,414.910000,375.780000,332.350000,258.440000,608.290000,250.850000,510.860000,256.850000,424.970000,265.160000,344.860000,376.040000,245.960000
283.960000,693.110000,306.040000,637.100000,329.100000,578.830000,356.860000,486.080000,364.190000,414.920000,375.780000,332.380000,258.460000,608.250000,250.880000,510.870000,256.870000,424.980000,265.170000,344.880000,376.060000,245.960000
283.970000,692.950000,306.040000,637.030000,329.170000,578.690000,356.920000,486.120000,364.250000,414.930000,375.810000,332.380000,258.560000,608.260000,250.930000,510.900000,256.890000,425.000000,265.190000,344.900000,376.070000,245.950000
283.970000,692.770000,306.030000,636.830000,329.350000,578.360000,357.000000,486.130000,364.360000,414.950000,375.910000,332.380000,258.980000,608.110000,250.960000,510.930000,256.940000,425.010000,265.230000,344.920000,376.180000,245.950000
283.900000,692.330000,306.030000,636.430000,329.600000,578.040000,357.110000,486.150000,364.610000,414.920000,375.990000,332.410000,259.000000,607.880000,250.970000,510.930000,256.980000,425.010000,265.310000,344.910000,376.270000,245.940000
283.880000,691.730000,306.080000,635.970000,329.650000,577.760000,357.230000,486.170000,364.860000,414.880000,376.040000,332.440000,259.020000,607.640000,250.980000,510.910000,257.030000,424.990000,265.380000,344.910000,376.530000,245.930000
284.020000,690.980000,306.140000,635.650000,329.890000,577.200000,357.360000,486.140000,364.980000,414.930000,376.110000,332.600000,259.070000,607.070000,250.990000,510.910000,257.080000,424.970000,265.540000,344.910000,376.740000,245.870000
284.130000,690.220000,306.350000,635.030000,329.990000,576.960000,357.520000,486.120000,365.070000,414.930000,376.140000,332.640000,259.100000,606.800000,250.970000,510.900000,257.100000,424.970000,265.790000,344.910000,376.830000,245.860000
284.270000,689.510000,306.800000,634.170000,330.070000,576.550000,357.850000,486.050000,365.130000,414.950000,376.300000,332.630000,259.140000,606.130000,250.890000,510.830000,257.130000,424.930000,265.880000,344.880000,377.050000,245.830000
284.380000,689.170000,306.880000,633.780000,330.220000,576.130000,357.930000,486.010000,365.250000,414.930000,376.730000,332.310000,259.190000,605.850000,250.860000,510.820000,257.170000,424.890000,265.910000,344.830000,377.070000,245.790000
284.580000,688.880000,306.990000,633.270000,330.340000,575.850000,358.050000,486.000000,365.400000,414.890000,376.960000,332.190000,259.280000,605.240000,250.850000,510.820000,257.230000,424.860000,265.960000,344.780000,377.110000,245.770000
284.670000,688.550000,306.970000,632.970000,330.600000,575.350000,358.140000,486.000000,365.760000,414.750000,377.060000,332.170000,259.340000,604.930000,250.820000,510.740000,257.270000,424.780000,266.010000,344.710000,377.170000,245.700000
284.850000,687.870000,306.980000,632.680000,330.930000,574.960000,358.240000,485.960000,365.900000,414.670000,377.120000,332.150000,259.440000,604.590000,250.780000,510.650000,257.310000,424.690000,266.050000,344.640000,377.320000,245.640000
284.990000,687.140000,307.190000,632.090000,330.980000,574.710000,358.290000,485.930000,365.940000,414.630000,377.170000,332.120000,259.930000,603.990000,250.730000,510.550000,257.330000,424.580000,266.070000,344.530000,377.390000,245.580000
285.040000,686.630000,307.150000,631.910000,331.190000,574.290000,358.360000,485.890000,365.970000,414.590000,377.210000,332.100000,259.960000,603.550000,250.850000,510.150000,257.320000,424.190000,266.060000,344.200000,377.440000,245.530000
284.980000,686.270000,307.080000,631.630000,331.180000,574.050000,358.440000,485.840000,366.030000,414.570000,377.260000,332.090000,259.960000,603.240000,250.700000,510.150000,257.330000,424.150000,266.080000,344.140000,377.650000,245.310000
284.960000,686.070000,307.260000,631.120000,331.190000,573.940000,359.020000,485.450000,366.070000,414.560000,377.340000,332.060000,259.970000,603.040000,250.580000,510.170000,257.330000,424.100000,266.100000,344.110000,377.790000,245.230000
285.020000,685.910000,307.230000,630.970000,331.290000,573.630000,359.080000,485.360000,366.140000,414.550000,377.390000,332.040000,259.980000,602.840000,250.360000,510.200000,257.330000,424.060000,266.120000,344.070000,377.850000,245.200000
285.090000,685.690000,307.250000,630.690000,331.590000,573.170000,359.120000,485.320000,366.390000,414.370000,377.600000,331.980000,260.000000,602.560000,250.260000,510.160000,257.370000,424.000000,266.160000,344.020000,377.890000,245.120000
285.140000,685.010000,307.570000,630.040000,331.790000,572.970000,359.170000,485.290000,366.720000,414.210000,377.870000,331.870000,260.030000,602.070000,250.230000,510.110000,257.350000,423.970000,266.180000,344.000000,377.950000,245.120000
285.190000,684.430000,307.820000,629.700000,331.840000,572.850000,359.200000,485.240000,366.730000,414.210000,377.880000,331.850000,260.030000,601.960000,250.160000,510.070000,257.330000,423.940000,266.190000,343.980000,377.950000,245.110000
285.290000,684.250000,307.970000,629.350000,331.930000,572.620000,359.230000,485.220000,366.790000,414.190000,377.910000,331.850000,260.040000,601.790000,250.090000,510.030000,257.350000,423.900000,266.200000,343.960000,377.960000,245.090000
285.310000,684.100000,307.970000,629.140000,332.010000,572.370000,359.240000,485.180000,366.840000,414.160000,377.940000,331.840000,260.030000,601.590000,250.010000,509.910000,257.340000,423.820000,266.220000,343.910000,377.990000,245.050000
285.260000,683.980000,307.870000,629.030000,331.990000,572.190000,359.220000,485.150000,366.850000,414.140000,377.960000,331.810000,260.020000,601.120000,249.940000,509.740000,257.320000,423.740000,266.250000,343.860000,378.000000,245.030000
285.150000,683.890000,307.770000,628.900000,331.920000,572.080000,359.200000,485.140000,366.850000,414.140000,377.960000,331.810000,259.970000,601.020000,249.840000,509.640000,257.280000,423.660000,266.260000,343.800000,378.000000,245.020000
285.010000,683.800000,307.470000,628.870000,331.810000,572.000000,359.140000,485.140000,366.820000,414.160000,377.980000,331.800000,259.880000,600.910000,249.760000,509.470000,257.230000,423.540000,266.280000,343.700000,378.010000,245.000000
284.960000,683.740000,307.230000,628.950000,331.770000,571.950000,359.110000,485.130000,366.780000,414.190000,377.990000,331.780000,259.830000,600.860000,249.750000,509.180000,257.180000,423.190000,266.280000,343.630000,378.020000,244.980000
284.870000,683.650000,307.130000,628.870000,331.700000,571.900000,359.090000,485.120000,366.760000,414.200000,377.990000,331.770000,259.760000,600.780000,249.610000,509.140000,257.160000,423.150000,266.270000,343.520000,378.020000,244.970000
284.750000,683.590000,307.000000,628.780000,331.600000,571.830000,359.030000,485.100000,366.750000,414.190000,378.010000,331.750000,259.640000,600.670000,249.290000,509.170000,257.120000,423.070000,266.250000,343.210000,378.020000,244.950000
284.460000,683.570000,306.920000,628.690000,331.490000,571.790000,359.010000,485.090000,366.720000,414.220000,378.020000,331.750000,259.510000,600.560000,249.200000,509.120000,257.090000,423.020000,266.270000,343.160000,378.020000,244.900000
284.230000,683.410000,306.820000,628.530000,331.190000,571.800000,358.970000,485.090000,366.710000,414.240000,378.020000,331.760000,259.070000,600.180000,249.110000,509.070000,257.060000,422.970000,266.280000,343.090000,378.020000,244.870000
284.040000,683.000000,306.850000,628.100000,331.060000,571.780000,358.920000,485.080000,366.680000,414.290000,378.030000,331.760000,258.990000,600.080000,248.990000,508.980000,257.030000,422.930000,266.300000,343.050000,378.030000,244.870000
283.910000,682.970000,306.700000,628.090000,330.950000,571.740000,358.870000,485.090000,366.280000,414.610000,378.040000,331.780000,258.940000,600.040000,248.890000,508.940000,257.000000,422.900000,266.280000,343.020000,378.030000,244.850000
283.710000,682.950000,306.390000,628.110000,330.850000,571.740000,358.800000,485.120000,366.080000,414.760000,378.040000,331.810000,258.880000,600.000000,248.780000,508.900000,256.980000,422.870000,266.290000,343.000000,378.020000,244.830000
283.370000,682.920000,306.050000,628.210000,330.720000,571.730000,358.760000,485.140000,366.030000,414.800000,378.050000,331.810000,258.790000,599.990000,248.660000,508.910000,256.940000,422.840000,266.290000,342.980000,378.010000,244.820000
283.170000,682.900000,305.970000,628.120000,330.590000,571.720000,358.700000,485.160000,366.020000,414.820000,378.050000,331.820000,258.680000,599.950000,248.490000,508.920000,256.920000,422.810000,266.260000,342.940000,378.010000,244.780000
283.000000,682.850000,305.780000,628.030000,330.200000,571.770000,358.610000,485.190000,366.010000,414.840000,378.060000,331.820000,258.530000,599.920000,248.290000,508.900000,256.890000,422.770000,266.280000,342.910000,378.000000,244.760000
282.870000,682.810000,305.600000,627.990000,330.080000,571.720000,358.490000,485.210000,365.980000,414.860000,378.060000,331.820000,258.060000,599.880000,248.160000,508.790000,256.870000,422.720000,266.260000,342.860000,378.010000,244.740000
282.730000,682.760000,305.190000,628.070000,330.000000,571.640000,358.150000,485.360000,365.960000,414.900000,378.070000,331.810000,258.020000,599.820000,248.090000,508.720000,256.820000,422.670000,266.240000,342.830000,378.010000,244.720000
282.490000,682.750000,305.090000,628.030000,329.910000,571.610000,358.090000,485.380000,365.910000,414.920000,378.070000,331.810000,257.960000,599.800000,248.010000,508.590000,256.770000,422.630000,266.220000,342.790000,378.010000,244.690000
282.080000,682.700000,304.900000,627.970000,329.750000,571.510000,358.000000,485.390000,365.870000,414.950000,378.060000,331.840000,257.850000,599.740000,247.960000,508.210000,256.710000,422.570000,266.200000,342.710000,377.990000,244.660000
281.850000,682.660000,304.700000,627.900000,329.630000,571.480000,357.570000,485.670000,365.790000,415.000000,378.050000,331.860000,257.650000,599.680000,247.790000,508.180000,256.590000,422.490000,266.180000,342.660000,377.980000,244.650000
281.670000,682.680000,304.560000,627.910000,329.320000,571.580000,357.110000,485.930000,365.720000,415.030000,378.050000,331.880000,257.100000,599.610000,247.560000,508.160000,256.170000,422.130000,266.150000,342.580000,377.990000,244.640000
281.330000,682.630000,304.110000,627.980000,329.040000,571.660000,357.050000,485.910000,365.630000,415.050000,378.040000,331.890000,257.020000,599.530000,247.240000,508.160000,256.140000,422.080000,266.130000,342.500000,377.980000,244.590000
280.990000,682.570000,303.920000,627.930000,328.830000,571.630000,357.010000,485.900000,365.570000,415.070000,378.040000,331.880000,256.930000,599.200000,247.090000,508.110000,256.070000,422.040000,266.060000,342.210000,377.990000,244.580000
280.760000,682.610000,303.830000,627.930000,328.760000,571.690000,356.960000,485.930000,365.500000,415.100000,378.020000,331.880000,256.840000,599.180000,247.010000,508.060000,256.050000,422.020000,266.050000,342.160000,377.920000,244.530000
280.500000,682.640000,303.520000,627.940000,328.430000,571.700000,356.710000,485.910000,365.040000,415.140000,377.850000,331.790000,256.650000,599.160000,246.840000,508.010000,255.990000,421.980000,265.980000,342.120000,377.640000,244.380000
280.030000,681.700000,302.820000,627.220000,327.630000,570.830000,355.610000,485.170000,363.850000,414.760000,376.450000,331.660000,255.910000,598.690000,246.280000,507.530000,255.380000,421.470000,265.400000,341.760000,376.720000,244.360000
280.050000,680.890000,302.350000,626.870000,327.110000,570.170000,354.750000,484.820000,363.120000,414.230000,375.750000,331.250000,255.350000,598.070000,246.170000,507.040000,254.930000,420.950000,264.880000,341.150000,376.080000,244.230000
280.180000,680.490000,302.750000,626.480000,327.090000,570.110000,354.510000,484.750000,362.960000,414.140000,375.510000,331.160000,255.390000,597.970000,246.160000,507.030000,254.650000,420.740000,264.630000,341.110000,375.950000,244.220000
280.180000,681.000000,302.860000,626.990000,327.020000,570.660000,354.480000,484.900000,363.000000,414.050000,375.340000,331.180000,255.340000,598.520000,246.130000,507.090000,254.610000,420.780000,264.450000,341.110000,375.890000,244.210000
280.110000,682.290000,302.810000,628.130000,326.980000,571.700000,354.980000,484.970000,363.060000,414.030000,375.300000,331.150000,255.320000,599.610000,246.310000,507.260000,254.860000,421.060000,264.350000,341.150000,375.880000,244.180000
280.150000,683.860000,302.850000,629.750000,327.090000,572.950000,355.420000,485.040000,363.220000,414.000000,375.330000,331.130000,255.520000,600.960000,246.860000,507.380000,254.980000,421.240000,264.360000,341.330000,375.880000,244.200000
280.290000,685.390000,302.980000,631.120000,327.200000,574.000000,355.970000,484.900000,363.420000,413.960000,375.360000,331.120000,256.070000,601.990000,247.120000,508.010000,255.090000,421.420000,264.400000,341.520000,375.890000,244.220000
280.660000,686.950000,302.990000,632.580000,327.470000,574.870000,356.090000,484.950000,363.850000,413.880000,375.470000,331.110000,256.690000,602.940000,247.420000,508.430000,255.230000,421.920000,264.450000,341.910000,375.910000,244.260000
280.890000,688.200000,303.080000,633.540000,327.870000,575.390000,356.210000,484.990000,363.910000,413.870000,375.770000,331.020000,256.870000,603.770000,247.950000,508.350000,255.350000,422.020000,264.460000,341.970000,375.900000,244.320000
281.220000,689.070000,303.490000,634.100000,327.920000,575.920000,356.340000,485.040000,363.950000,413.900000,375.800000,331.050000,256.990000,604.430000,248.300000,508.430000,255.540000,422.150000,264.500000,342.080000,375.910000,244.350000
281.750000,689.540000,303.930000,634.460000,328.140000,576.240000,356.470000,485.040000,364.040000,413.940000,375.830000,331.090000,257.130000,604.880000,248.980000,508.480000,255.930000,422.410000,264.770000,342.280000,375.950000,244.440000
282.030000,689.860000,304.080000,634.890000,328.200000,576.680000,356.760000,485.020000,364.090000,413.980000,375.880000,331.130000,257.270000,605.160000,249.020000,508.960000,255.980000,422.790000,264.800000,342.420000,375.870000,244.700000
282.350000,690.010000,304.470000,635.020000,328.360000,576.860000,356.880000,485.080000,364.150000,414.000000,375.890000,331.200000,257.610000,605.480000,249.300000,509.130000,256.120000,422.960000,264.910000,342.840000,375.890000,244.730000
282.720000,690.180000,304.910000,635.090000,328.760000,576.900000,356.960000,485.100000,364.210000,414.010000,375.900000,331.210000,257.990000,605.840000,249.610000,509.040000,256.110000,422.990000,264.900000,342.890000,375.920000,244.780000
282.890000,690.390000,305.050000,635.250000,328.900000,577.050000,356.990000,485.130000,364.220000,414.020000,375.900000,331.240000,258.010000,606.000000,249.740000,509.050000,256.110000,423.040000,264.870000,342.960000,375.920000,244.820000
283.040000,690.940000,305.120000,635.510000,328.980000,577.170000,357.050000,485.200000,364.310000,414.060000,375.910000,331.300000,258.120000,606.200000,250.020000,509.220000,256.240000,423.190000,264.910000,343.050000,375.940000,244.870000
283.120000,691.050000,305.040000,635.890000,329.030000,577.280000,357.080000,485.250000,364.350000,414.080000,375.890000,331.370000,258.120000,606.310000,250.040000,509.300000,256.240000,423.260000,264.900000,343.120000,375.920000,244.910000
283.240000,691.150000,305.220000,635.990000,329.110000,577.420000,357.070000,485.290000,364.340000,414.100000,375.870000,331.460000,258.150000,606.440000,250.050000,509.380000,256.240000,423.350000,264.870000,343.200000,375.950000,244.960000
283.570000,691.220000,305.370000,636.030000,329.070000,577.660000,357.110000,485.350000,364.440000,414.110000,375.850000,331.570000,258.340000,606.910000,250.220000,509.820000,256.480000,423.650000,264.950000,343.410000,375.960000,244.970000
283.710000,691.320000,305.740000,635.980000,329.060000,577.770000,357.010000,485.540000,364.730000,414.090000,375.820000,331.740000,258.550000,607.040000,250.600000,510.040000,256.940000,423.960000,265.110000,343.790000,375.990000,245.030000
283.790000,691.450000,305.810000,636.030000,329.090000,577.910000,356.870000,485.690000,364.750000,414.080000,375.790000,331.760000,258.950000,607.090000,250.700000,509.980000,256.900000,423.990000,265.070000,343.820000,375.990000,245.040000
283.880000,691.960000,305.940000,636.150000,329.170000,577.950000,356.890000,485.720000,364.730000,414.110000,375.770000,331.780000,258.940000,607.160000,250.570000,510.030000,256.790000,424.030000,265.000000,343.890000,375.980000,245.060000
283.910000,692.010000,305.960000,636.160000,329.200000,578.000000,356.850000,485.750000,364.700000,414.130000,375.770000,331.810000,258.930000,607.250000,250.360000,510.150000,256.730000,424.070000,264.950000,343.930000,375.980000,245.060000
283.910000,692.060000,305.990000,636.220000,329.210000,578.050000,356.860000,485.780000,364.710000,414.150000,375.740000,331.850000,258.910000,607.310000,250.360000,510.160000,256.680000,424.090000,264.930000,343.960000,375.950000,245.160000
283.900000,692.140000,306.010000,636.310000,329.210000,578.110000,356.850000,485.780000,364.680000,414.160000,375.700000,331.860000,258.900000,607.370000,250.350000,510.200000,256.660000,424.120000,264.910000,343.980000,375.940000,245.170000
283.900000,692.180000,305.990000,636.360000,329.230000,578.170000,356.840000,485.800000,364.660000,414.200000,375.710000,331.870000,258.900000,607.470000,250.480000,510.200000,256.680000,424.140000,264.910000,344.000000,375.950000,245.170000
283.970000,692.270000,306.020000,636.450000,329.230000,578.260000,356.870000,485.830000,364.700000,414.200000,375.710000,331.900000,258.950000,607.840000,250.880000,510.160000,256.780000,424.260000,264.940000,344.080000,375.980000,245.190000
283.920000,692.340000,305.840000,636.820000,329.210000,578.340000,356.850000,485.860000,364.680000,414.210000,375.710000,331.920000,258.940000,607.870000,250.840000,510.160000,256.760000,424.280000,264.920000,344.100000,375.970000,245.220000
283.870000,692.430000,305.830000,636.870000,329.140000,578.430000,356.830000,485.860000,364.610000,414.260000,375.660000,331.950000,258.910000,607.920000,250.800000,510.170000,256.700000,424.290000,264.890000,344.120000,375.920000,245.270000
283.840000,692.890000,305.840000,636.890000,329.100000,578.540000,356.800000,485.870000,364.540000,414.300000,375.660000,331.970000,258.900000,607.950000,250.760000,510.210000,256.690000,424.310000,264.870000,344.140000,375.910000,245.320000
283.840000,692.930000,305.860000,636.910000,329.090000,578.600000,356.790000,485.880000,364.190000,414.530000,375.620000,331.990000,258.900000,607.990000,250.760000,510.230000,256.670000,424.350000,264.870000,344.160000,375.890000,245.370000
283.930000,692.980000,305.920000,636.960000,329.070000,578.670000,356.830000,485.910000,364.210000,414.590000,375.680000,332.020000,258.960000,608.060000,250.940000,510.350000,256.810000,424.550000,264.930000,344.280000,375.890000,245.430000
283.940000,692.990000,305.940000,636.990000,329.100000,578.680000,356.810000,485.920000,364.190000,414.610000,375.650000,332.040000,258.950000,608.070000,250.940000,510.360000,256.810000,424.810000,264.920000,344.290000,375.900000,245.430000
283.960000,693.010000,305.980000,637.020000,329.100000,578.760000,356.830000,485.910000,364.170000,414.630000,375.650000,332.030000,258.950000,608.100000,250.940000,510.360000,256.780000,424.820000,264.910000,344.310000,375.900000,245.430000
283.990000,693.040000,306.010000,637.040000,329.130000,578.770000,356.840000,485.930000,364.170000,414.630000,375.630000,332.060000,258.950000,608.120000,250.930000,510.390000,256.770000,424.840000,264.900000,344.380000,375.890000,245.470000
284.020000,693.070000,306.030000,637.070000,329.120000,578.800000,356.860000,485.930000,364.170000,414.640000,375.600000,332.070000,258.960000,608.150000,250.930000,510.410000,256.770000,424.860000,264.890000,344.400000,375.830000,245.690000
284.060000,693.080000,306.070000,637.080000,329.140000,578.800000,356.860000,485.940000,364.160000,414.650000,375.630000,332.060000,258.950000,608.170000,250.940000,510.430000,256.760000,424.890000,264.900000,344.460000,375.850000,245.700000
284.080000,693.090000,306.070000,637.090000,329.140000,578.800000,356.840000,485.950000,364.150000,414.700000,375.630000,332.090000,258.950000,608.200000,250.940000,510.480000,256.770000,424.920000,264.930000,344.750000,375.840000,245.740000
284.120000,693.080000,306.110000,637.080000,329.160000,578.770000,356.850000,485.960000,364.160000,414.700000,375.620000,332.100000,258.960000,608.230000,250.820000,510.830000,256.770000,424.930000,264.930000,344.770000,375.840000,245.740000
284.090000,693.060000,306.090000,637.080000,329.160000,578.750000,356.870000,485.970000,364.140000,414.740000,375.610000,332.120000,258.970000,608.230000,250.840000,510.830000,256.770000,424.940000,264.930000,344.770000,375.830000,245.760000
284.070000,692.950000,306.090000,637.030000,329.220000,578.620000,356.910000,485.990000,364.210000,414.730000,375.690000,332.100000,258.970000,608.190000,250.880000,510.860000,256.800000,424.960000,264.940000,344.790000,375.860000,245.770000
284.150000,692.780000,306.110000,636.930000,329.430000,578.370000,356.980000,486.020000,364.260000,414.760000,375.730000,332.110000,259.000000,608.130000,250.910000,510.890000,256.840000,424.970000,264.960000,344.810000,375.890000,245.760000
284.190000,692.650000,306.130000,636.830000,329.730000,578.140000,357.030000,486.040000,364.350000,414.760000,375.800000,332.110000,259.030000,608.060000,250.940000,510.920000,256.870000,424.990000,264.980000,344.820000,375.980000,245.770000
284.210000,692.200000,306.220000,636.340000,329.730000,577.900000,357.190000,486.060000,364.590000,414.770000,375.920000,332.140000,259.070000,607.850000,250.960000,510.940000,256.930000,424.990000,265.040000,344.840000,376.100000,245.690000
284.330000,691.510000,306.340000,635.890000,329.960000,577.420000,357.290000,486.090000,364.860000,414.740000,375.990000,332.180000,259.110000,607.590000,250.970000,510.930000,256.970000,424.980000,265.120000,344.840000,376.130000,245.680000
284.670000,690.790000,306.850000,635.140000,330.130000,577.070000,357.410000,486.070000,364.960000,414.750000,376.100000,332.190000,259.240000,607.040000,250.970000,510.920000,257.000000,424.960000,265.190000,344.820000,376.420000,245.660000
284.800000,690.000000,307.010000,634.520000,330.180000,576.780000,357.820000,485.980000,365.030000,414.790000,376.210000,332.250000,259.280000,606.790000,250.940000,510.890000,257.030000,424.950000,265.260000,344.800000,376.540000,245.630000
284.980000,689.250000,307.090000,634.150000,330.430000,576.260000,357.900000,485.990000,365.110000,414.830000,376.410000,332.180000,259.400000,606.260000,250.880000,510.880000,257.060000,424.930000,265.340000,344.780000,376.700000,245.570000
