pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y
841.050000,527.750000,1332.610000,570.030000
840.820000,527.820000,1332.840000,570.170000
840.870000,527.770000,1332.570000,570.040000
840.850000,527.770000,1332.240000,570.110000
840.820000,528.010000,1332.230000,569.970000
840.990000,528.110000,1332.380000,570.050000
840.800000,527.960000,1332.630000,569.830000
840.680000,528.050000,1332.220000,570.130000
840.860000,528.060000,1332.050000,569.920000
840.960000,528.040000,1332.250000,570.100000
840.870000,527.910000,1332.170000,570.070000
840.790000,527.910000,1332.400000,570.050000
840.830000,528.020000,1332.660000,570.090000
840.920000,527.960000,1332.450000,570.080000
840.960000,527.920000,1332.460000,570.040000
840.990000,527.900000,1332.460000,570.070000
840.780000,527.950000,1332.530000,570.050000
840.960000,528.050000,1332.430000,570.110000
840.780000,528.040000,1332.620000,570.150000
840.670000,527.880000,1332.750000,570.010000
840.610000,527.950000,1332.550000,570.070000
840.720000,527.980000,1332.210000,570.060000
840.940000,527.900000,1332.140000,569.980000
840.860000,527.910000,1332.390000,570.000000
840.640000,527.790000,1332.750000,570.020000
840.090000,527.920000,1332.670000,569.970000
840.050000,527.870000,1332.630000,569.790000
840.190000,527.820000,1332.500000,569.940000
840.030000,527.710000,1332.330000,569.950000
840.170000,527.620000,1332.430000,569.730000
840.440000,527.850000,1332.300000,570.190000
840.620000,527.990000,1332.300000,570.110000
840.900000,527.950000,1332.250000,570.030000
841.040000,528.010000,1332.200000,570.170000
840.990000,527.990000,1332.160000,570.190000
840.930000,527.960000,1332.120000,570.030000
840.830000,527.860000,1332.090000,570.050000
840.720000,527.900000,1331.750000,570.090000
840.730000,528.010000,1331.890000,570.050000
840.790000,527.960000,1331.920000,570.080000
840.600000,527.900000,1331.920000,569.950000
839.890000,527.950000,1331.840000,570.030000
839.390000,528.010000,1331.780000,570.050000
839.510000,527.910000,1331.610000,570.070000
839.440000,527.960000,1331.360000,570.070000
839.530000,527.800000,1331.190000,570.100000
839.960000,527.830000,1331.280000,570.330000
840.060000,527.760000,1331.330000,570.300000
840.130000,527.800000,1331.210000,570.240000
839.980000,527.750000,1331.270000,570.120000
840.220000,527.870000,1331.430000,570.050000
840.120000,527.980000,1331.860000,569.920000
840.280000,527.910000,1331.890000,569.920000
840.010000,527.900000,1332.050000,569.920000
840.120000,527.840000,1332.020000,569.820000
840.180000,527.920000,1331.890000,569.710000
840.270000,527.880000,1331.820000,569.740000
840.170000,528.020000,1331.640000,569.950000
840.130000,527.930000,1331.760000,570.240000
840.210000,527.930000,1332.020000,570.700000
840.010000,528.060000,1331.590000,570.580000
839.950000,527.840000,1331.600000,570.550000
839.980000,527.750000,1332.080000,570.080000
839.970000,527.840000,1331.900000,569.960000
840.020000,527.670000,1331.800000,570.020000
840.050000,527.770000,1331.770000,569.850000
839.980000,527.920000,1331.570000,570.180000
840.050000,527.760000,1331.320000,570.040000
840.310000,527.700000,1331.350000,569.910000
840.760000,527.730000,1331.450000,569.970000
840.820000,527.780000,1331.570000,569.980000
840.730000,527.870000,1331.630000,569.950000
840.790000,527.880000,1331.630000,570.020000
840.920000,527.920000,1331.540000,570.140000
840.730000,527.980000,1331.330000,570.040000
840.840000,528.040000,1331.410000,569.990000
840.720000,527.900000,1331.260000,570.070000
841.000000,527.940000,1331.530000,570.010000
840.830000,527.950000,1331.700000,570.120000
840.890000,527.720000,1331.560000,569.970000
840.500000,527.890000,1331.270000,570.060000
840.030000,527.920000,1331.370000,569.920000
840.240000,527.640000,1331.590000,569.890000
840.480000,526.850000,1331.660000,570.080000
840.780000,526.340000,1331.320000,569.920000
840.780000,527.620000,1331.070000,570.090000
840.630000,527.910000,1331.420000,570.030000
840.850000,527.720000,1331.550000,569.920000
840.830000,527.930000,1331.730000,569.940000
841.020000,527.790000,1331.660000,570.010000
840.990000,528.020000,1331.670000,569.860000
840.950000,527.960000,1331.780000,569.960000
840.880000,528.020000,1332.030000,569.970000
840.700000,527.910000,1332.070000,569.820000
840.760000,527.790000,1331.770000,570.050000
840.750000,527.940000,1331.720000,569.900000
840.790000,527.880000,1332.090000,569.830000
840.740000,527.770000,1331.470000,570.190000
840.870000,527.750000,1331.310000,570.060000
840.890000,527.890000,1331.340000,570.160000
840.520000,527.770000,1331.330000,570.090000
840.130000,527.720000,1331.540000,569.970000
840.290000,527.790000,1331.520000,570.080000
840.630000,527.570000,1331.930000,570.050000
840.960000,527.300000,1332.140000,569.930000
840.770000,527.780000,1331.880000,570.170000
840.870000,527.990000,1331.660000,570.240000
840.730000,528.000000,1331.550000,570.210000
840.860000,528.020000,1331.890000,571.260000
840.790000,527.930000,1332.150000,571.390000
840.920000,527.740000,1331.930000,571.500000
840.550000,527.970000,1331.710000,571.430000
840.180000,527.930000,1331.910000,571.180000
840.090000,527.970000,1331.970000,570.960000
840.270000,527.890000,1331.940000,570.300000
840.300000,527.940000,1331.690000,570.080000
840.590000,527.940000,1331.620000,570.400000
840.780000,528.000000,1331.180000,570.960000
840.700000,527.970000,1330.950000,570.890000
840.770000,527.960000,1331.010000,570.740000
841.080000,527.880000,1331.520000,570.440000
841.000000,527.770000,1331.640000,570.140000
840.990000,527.800000,1331.550000,570.300000
840.960000,527.830000,1331.710000,570.250000
840.840000,527.920000,1331.510000,570.420000
840.700000,527.920000,1331.280000,570.850000
840.760000,527.970000,1331.580000,570.740000
840.470000,527.940000,1331.370000,570.590000
840.070000,527.960000,1331.650000,570.420000
839.990000,528.110000,1331.660000,570.440000
840.280000,527.950000,1331.800000,570.070000
840.410000,527.890000,1331.770000,570.130000
840.820000,528.070000,1331.930000,570.110000
840.860000,527.850000,1331.410000,570.240000
840.820000,527.950000,1331.570000,570.200000
840.700000,528.150000,1331.670000,570.270000
840.620000,528.030000,1331.560000,570.210000
840.590000,528.050000,1331.480000,570.160000
840.670000,528.160000,1331.360000,570.220000
840.640000,528.190000,1331.650000,570.270000
840.800000,528.060000,1331.610000,570.080000
840.610000,528.010000,1331.530000,570.060000
840.380000,527.970000,1331.300000,570.160000
840.150000,528.000000,1331.320000,569.990000
840.170000,528.090000,1331.270000,570.190000
840.110000,528.160000,1331.370000,570.330000
840.070000,528.040000,1331.260000,570.360000
840.080000,527.850000,1330.980000,570.320000
839.970000,527.950000,1331.100000,570.310000
839.860000,528.050000,1331.040000,570.300000
839.950000,528.120000,1331.360000,570.460000
840.060000,528.010000,1331.690000,570.610000
840.040000,528.000000,1331.520000,570.340000
839.930000,527.990000,1331.450000,570.050000
839.910000,527.980000,1331.330000,570.080000
839.800000,527.960000,1331.680000,570.330000
839.980000,528.000000,1331.590000,570.560000
839.970000,528.000000,1331.710000,570.460000
840.110000,527.910000,1331.840000,570.040000
840.030000,527.980000,1331.630000,570.220000
840.040000,527.840000,1331.430000,570.120000
839.940000,527.880000,1331.510000,569.980000
840.080000,528.010000,1331.850000,570.140000
839.950000,527.940000,1331.640000,569.890000
840.140000,527.990000,1331.610000,570.000000
839.980000,528.070000,1331.350000,570.000000
840.200000,527.700000,1331.060000,570.200000
840.010000,527.550000,1331.560000,569.980000
840.150000,527.680000,1331.570000,569.980000
840.330000,527.850000,1331.180000,569.930000
840.190000,527.840000,1331.060000,570.040000
840.080000,528.030000,1331.060000,570.110000
840.010000,528.050000,1331.230000,570.090000
839.920000,527.970000,1331.080000,570.040000
839.870000,528.030000,1331.300000,569.870000
840.000000,527.910000,1331.020000,570.110000
839.900000,527.940000,1330.990000,570.130000
839.750000,527.950000,1331.220000,569.950000
839.950000,527.960000,1331.050000,570.110000
839.840000,527.980000,1330.810000,570.150000
840.080000,528.070000,1330.510000,570.450000
840.060000,528.040000,1330.890000,570.440000
840.200000,527.980000,1331.050000,570.050000
840.230000,527.780000,1331.190000,569.970000
840.160000,527.840000,1331.540000,569.730000
840.080000,527.680000,1331.310000,569.920000
839.990000,527.890000,1330.850000,569.950000
840.090000,527.800000,1331.130000,569.850000
839.960000,527.710000,1331.170000,569.850000
839.620000,527.780000,1331.190000,569.770000
839.430000,527.810000,1331.090000,569.880000
839.710000,527.840000,1330.960000,569.970000
839.820000,527.760000,1331.280000,569.810000
839.940000,527.700000,1331.550000,569.570000
840.090000,527.790000,1331.040000,569.540000
840.360000,527.890000,1331.100000,569.730000
840.780000,527.880000,1331.060000,569.830000
840.560000,527.620000,1330.970000,569.540000
839.890000,527.500000,1330.710000,569.860000
839.220000,527.270000,1330.570000,569.920000
839.340000,526.940000,1330.780000,569.890000
839.280000,526.910000,1330.990000,569.910000
839.290000,526.740000,1330.870000,569.830000
839.290000,527.360000,1330.880000,569.760000
839.360000,527.770000,1330.920000,569.810000
839.220000,527.760000,1330.980000,569.640000
839.300000,527.800000,1330.750000,569.740000
839.200000,527.810000,1331.040000,569.820000
839.300000,527.730000,1331.050000,569.920000
839.260000,527.640000,1331.060000,570.010000
839.140000,527.710000,1331.170000,569.820000
839.280000,527.850000,1331.060000,569.920000
839.310000,527.790000,1331.110000,569.930000
839.810000,527.770000,1331.290000,569.760000
840.250000,527.570000,1331.320000,569.850000
840.880000,526.840000,1331.110000,569.720000
840.870000,526.240000,1331.030000,569.810000
840.670000,526.530000,1331.120000,569.620000
840.780000,526.390000,1331.080000,569.620000
840.300000,527.710000,1331.090000,569.810000
840.050000,528.000000,1331.140000,569.490000
840.190000,527.870000,1330.970000,569.430000
840.330000,527.840000,1331.030000,569.470000
840.160000,527.880000,1330.980000,569.260000
840.070000,527.780000,1331.100000,569.170000
839.970000,527.930000,1331.010000,569.530000
840.010000,527.680000,1331.020000,569.710000
840.100000,527.680000,1331.060000,569.720000
840.100000,527.600000,1331.080000,569.730000
840.000000,527.450000,1330.960000,569.790000
840.330000,526.630000,1331.020000,569.680000
841.070000,526.330000,1331.250000,569.600000
841.870000,526.260000,1331.300000,569.430000
842.200000,526.130000,1331.350000,568.900000
842.420000,526.070000,1331.220000,569.030000
842.290000,526.270000,1331.350000,569.540000
841.840000,526.180000,1331.340000,569.860000
840.790000,526.430000,1331.320000,569.790000
840.100000,527.050000,1330.990000,569.790000
839.890000,527.730000,1331.250000,569.810000
840.160000,527.840000,1331.160000,569.930000
840.160000,527.730000,1330.890000,570.110000
840.170000,527.530000,1331.060000,569.920000
840.240000,527.270000,1331.030000,569.990000
840.510000,526.900000,1331.100000,569.760000
840.680000,526.430000,1330.990000,569.350000
840.720000,526.190000,1330.870000,569.100000
840.470000,526.480000,1331.130000,569.410000
839.950000,527.300000,1331.120000,569.720000
839.150000,527.740000,1331.060000,569.490000
839.540000,527.630000,1330.920000,569.020000
840.190000,527.660000,1330.960000,569.190000
840.630000,527.630000,1330.840000,569.270000
839.560000,527.770000,1330.840000,569.580000
839.290000,527.810000,1331.160000,569.760000
839.300000,527.750000,1331.380000,569.680000
839.670000,527.910000,1330.980000,569.820000
839.820000,527.770000,1330.900000,569.880000
840.140000,527.720000,1330.330000,569.970000
839.920000,527.670000,1330.610000,570.000000
840.130000,527.780000,1330.590000,570.010000
840.130000,527.740000,1330.830000,569.800000
840.190000,527.640000,1331.190000,570.020000
840.050000,527.830000,1331.250000,570.000000
840.190000,527.690000,1331.110000,570.040000
839.980000,527.780000,1331.020000,569.880000
839.930000,527.770000,1330.870000,570.040000
840.120000,527.840000,1331.260000,569.710000
840.030000,527.610000,1331.150000,569.670000
839.930000,527.050000,1330.790000,569.820000
839.990000,527.300000,1331.050000,569.860000
839.980000,527.420000,1331.150000,569.880000
840.100000,527.480000,1331.120000,569.750000
840.020000,527.560000,1331.150000,569.860000
839.940000,527.670000,1331.190000,569.830000
839.990000,527.710000,1331.170000,569.600000
839.990000,527.770000,1331.150000,569.270000
839.830000,527.830000,1330.840000,569.430000
839.850000,527.780000,1330.970000,569.180000
839.920000,527.770000,1330.920000,569.020000
840.010000,527.740000,1331.150000,569.190000
840.310000,527.740000,1331.030000,569.760000
840.650000,527.640000,1331.090000,569.930000
840.630000,527.700000,1330.940000,569.910000
840.620000,527.860000,1330.920000,569.930000
840.480000,527.880000,1331.090000,569.750000
839.910000,527.780000,1331.420000,569.100000
839.250000,527.900000,1331.220000,569.250000
839.130000,527.960000,1330.940000,569.440000
839.180000,527.880000,1330.820000,569.700000
839.090000,527.850000,1330.870000,569.720000
839.140000,527.810000,1330.880000,569.680000
839.830000,527.800000,1331.260000,569.680000
840.330000,527.740000,1331.350000,569.880000
840.500000,527.690000,1331.250000,569.890000
839.770000,527.740000,1331.270000,569.690000
839.150000,527.780000,1331.520000,569.690000
839.410000,527.760000,1331.410000,569.590000
839.580000,527.830000,1331.130000,569.810000
840.070000,527.870000,1331.190000,569.850000
840.070000,527.880000,1331.150000,569.630000
839.930000,527.720000,1331.150000,569.150000
839.980000,527.790000,1330.910000,569.790000
839.900000,527.710000,1330.960000,569.780000
839.810000,527.810000,1330.980000,569.840000
839.850000,527.690000,1330.930000,569.830000
839.860000,527.720000,1330.890000,569.900000
839.870000,527.930000,1331.160000,569.780000
839.870000,527.960000,1330.900000,569.770000
839.920000,527.850000,1330.830000,569.990000
839.820000,527.800000,1330.810000,569.820000
839.810000,527.810000,1330.910000,569.840000
840.260000,527.830000,1330.890000,569.690000
840.690000,527.810000,1331.050000,569.640000
840.470000,527.880000,1331.070000,569.820000
840.060000,527.950000,1330.700000,569.790000
839.940000,527.800000,1330.730000,569.830000
840.160000,527.970000,1330.720000,569.890000
840.430000,527.910000,1330.830000,569.660000
840.740000,527.880000,1331.010000,569.760000
840.570000,527.840000,1330.860000,570.060000
840.630000,527.800000,1330.900000,569.820000
840.240000,527.900000,1330.830000,569.700000
839.810000,527.850000,1331.040000,569.710000
839.600000,527.870000,1330.800000,569.590000
839.440000,527.800000,1330.910000,569.120000
839.390000,527.920000,1330.680000,569.620000
839.370000,527.750000,1330.910000,569.920000
839.280000,527.710000,1331.120000,569.860000
839.340000,527.810000,1330.830000,569.790000
839.090000,527.790000,1330.610000,569.860000
839.180000,527.790000,1330.760000,569.990000
839.400000,527.780000,1330.950000,569.940000
840.120000,527.840000,1330.830000,569.760000
840.680000,527.850000,1330.710000,569.800000
839.840000,527.590000,1330.950000,569.570000
839.280000,527.210000,1330.980000,569.070000
839.290000,527.540000,1330.890000,569.500000
839.490000,527.700000,1330.840000,569.860000
840.340000,527.580000,1330.970000,569.770000
840.780000,527.660000,1330.870000,569.810000
840.710000,527.760000,1331.040000,569.850000
840.360000,527.750000,1330.960000,569.850000
839.990000,527.630000,1330.770000,569.840000
839.780000,527.800000,1330.650000,569.800000
839.940000,527.830000,1330.630000,569.810000
840.040000,527.700000,1330.730000,569.830000
839.930000,527.790000,1330.850000,569.560000
839.830000,527.550000,1331.030000,569.220000
839.610000,527.210000,1330.870000,569.110000
839.150000,526.530000,1330.910000,568.910000
839.180000,526.080000,1330.910000,568.390000
839.070000,526.320000,1330.730000,568.050000
839.170000,526.270000,1330.400000,568.070000
839.300000,526.130000,1330.480000,567.750000
839.170000,526.060000,1330.410000,567.510000
839.160000,526.040000,1330.100000,567.490000
839.030000,526.060000,1329.690000,567.650000
839.160000,526.180000,1329.760000,567.670000
839.400000,526.220000,1329.730000,567.690000
839.850000,526.080000,1329.690000,567.670000
840.000000,526.030000,1329.840000,567.320000
839.940000,525.980000,1329.840000,567.090000
839.620000,525.910000,1329.950000,566.670000
839.020000,525.830000,1330.220000,566.420000
839.230000,525.970000,1330.120000,566.660000
839.340000,525.930000,1330.140000,566.820000
839.190000,525.700000,1330.120000,567.460000
839.380000,525.960000,1330.030000,567.900000
840.120000,525.820000,1330.260000,567.830000
840.870000,525.920000,1330.230000,567.930000
840.860000,525.860000,1330.540000,567.810000
840.850000,525.710000,1330.540000,567.720000
840.680000,525.860000,1330.580000,567.330000
840.820000,525.690000,1330.940000,566.300000
840.970000,525.570000,1330.840000,565.560000
841.040000,524.210000,1330.950000,564.430000
840.830000,523.170000,1331.080000,563.380000
841.070000,522.420000,1330.930000,562.680000
841.230000,522.350000,1330.860000,561.960000
841.240000,522.080000,1331.270000,561.390000
841.180000,521.720000,1330.970000,561.720000
841.200000,520.950000,1331.020000,561.810000
841.230000,521.360000,1331.220000,561.770000
841.170000,522.100000,1331.110000,561.760000
841.270000,522.340000,1331.070000,561.790000
841.290000,522.260000,1331.150000,561.820000
841.240000,521.840000,1331.150000,561.610000
841.230000,521.810000,1331.160000,561.370000
841.230000,521.770000,1331.740000,560.880000
841.360000,521.810000,1331.410000,560.390000
841.330000,521.890000,1331.330000,560.160000
841.230000,521.100000,1331.310000,560.320000
841.150000,520.290000,1331.120000,560.190000
841.390000,520.570000,1331.090000,560.070000
842.090000,520.710000,1331.090000,559.870000
842.720000,520.540000,1331.280000,559.700000
842.550000,520.360000,1331.590000,559.400000
842.760000,520.160000,1331.730000,558.670000
842.540000,520.280000,1331.400000,558.490000
841.630000,520.140000,1331.260000,558.170000
841.070000,520.240000,1331.150000,558.310000
840.370000,520.360000,1331.220000,557.830000
840.350000,520.330000,1331.150000,557.900000
840.840000,520.210000,1331.260000,557.910000
841.110000,520.130000,1331.410000,557.810000
841.150000,520.050000,1331.630000,557.920000
841.180000,520.070000,1331.580000,557.910000
841.160000,520.030000,1331.590000,557.830000
841.180000,519.930000,1331.740000,557.930000
841.200000,519.970000,1331.980000,557.880000
841.310000,519.800000,1331.810000,558.010000
841.360000,519.770000,1331.890000,557.920000
841.220000,519.780000,1331.820000,558.050000
841.380000,519.700000,1331.810000,557.870000
841.370000,519.550000,1331.980000,557.720000
841.660000,519.020000,1331.700000,557.830000
841.890000,519.050000,1331.880000,557.670000
842.160000,518.950000,1331.840000,557.550000
841.880000,519.010000,1332.160000,557.220000
841.890000,519.230000,1332.030000,557.140000
842.050000,519.060000,1332.050000,557.050000
842.250000,518.940000,1332.180000,556.980000
842.160000,518.780000,1332.220000,557.030000
842.340000,518.380000,1331.970000,557.120000
842.340000,518.110000,1331.500000,557.290000
842.150000,518.120000,1331.670000,556.930000
842.180000,518.080000,1332.020000,556.610000
841.990000,518.140000,1332.200000,555.970000
842.190000,518.190000,1332.050000,556.060000
841.940000,518.050000,1331.890000,556.440000
842.110000,518.030000,1331.720000,556.830000
842.110000,517.950000,1331.620000,556.950000
842.060000,518.020000,1331.700000,556.590000
842.380000,518.090000,1331.610000,556.180000
842.860000,518.140000,1331.570000,555.990000
842.830000,518.250000,1331.770000,555.850000
842.830000,518.050000,1331.780000,555.970000
842.580000,517.980000,1331.600000,556.230000
842.060000,517.730000,1331.700000,555.810000
842.110000,517.850000,1332.020000,555.750000
842.310000,517.990000,1332.010000,556.270000
842.180000,517.930000,1331.950000,556.320000
842.050000,518.050000,1331.780000,555.740000
842.270000,517.800000,1331.580000,555.550000
842.020000,517.910000,1331.340000,555.280000
842.110000,517.710000,1331.150000,555.590000
841.950000,517.730000,1331.070000,555.530000
841.920000,517.880000,1331.160000,555.580000
841.770000,517.960000,1331.130000,555.740000
841.800000,518.000000,1331.380000,555.600000
842.080000,517.840000,1331.330000,555.610000
842.080000,518.030000,1331.280000,555.770000
842.070000,517.980000,1331.130000,555.840000
842.210000,517.940000,1331.360000,555.850000
842.090000,517.920000,1331.530000,555.790000
842.150000,518.070000,1331.940000,556.070000
841.940000,517.980000,1331.300000,555.860000
841.900000,517.930000,1331.590000,555.730000
841.980000,517.880000,1331.640000,555.630000
842.070000,517.940000,1331.470000,555.280000
841.930000,517.950000,1331.000000,555.120000
842.110000,517.940000,1330.940000,555.010000
842.080000,517.910000,1331.110000,554.830000
841.960000,517.870000,1331.000000,554.900000
841.950000,517.800000,1331.050000,555.110000
842.080000,517.620000,1330.820000,555.130000
841.440000,517.610000,1330.780000,555.280000
841.000000,518.000000,1330.770000,555.420000
840.870000,518.020000,1330.680000,555.960000
841.060000,518.030000,1330.240000,556.220000
841.030000,517.810000,1330.270000,556.780000
841.040000,517.800000,1330.570000,556.170000
841.130000,517.930000,1330.550000,555.750000
841.160000,517.860000,1330.640000,555.370000
841.010000,517.740000,1331.040000,555.100000
841.050000,517.890000,1330.630000,555.210000
840.950000,517.790000,1330.950000,555.130000
841.020000,517.600000,1330.710000,555.410000
840.960000,517.500000,1330.930000,555.900000
841.020000,517.730000,1330.900000,556.170000
841.030000,517.820000,1330.780000,556.170000
841.110000,517.730000,1330.900000,555.910000
841.030000,517.800000,1330.920000,555.780000
841.550000,517.820000,1330.950000,555.880000
841.850000,517.820000,1331.100000,555.650000
841.960000,517.690000,1331.070000,554.880000
841.910000,517.750000,1331.240000,554.500000
842.020000,517.510000,1331.290000,554.650000
841.910000,517.070000,1331.530000,554.630000
842.030000,516.750000,1331.810000,555.090000
842.020000,516.660000,1331.890000,554.870000
842.000000,516.980000,1331.720000,554.550000
842.060000,516.980000,1331.650000,554.460000
842.060000,517.120000,1331.490000,554.520000
842.180000,517.030000,1331.920000,554.530000
842.260000,517.180000,1331.810000,554.690000
842.150000,517.100000,1331.810000,554.670000
842.060000,517.030000,1331.690000,554.720000
842.000000,516.890000,1331.490000,554.890000
841.960000,516.800000,1331.740000,554.650000
841.760000,517.050000,1331.910000,554.270000
841.880000,517.010000,1331.940000,554.020000
841.970000,516.820000,1331.790000,553.850000
842.200000,516.930000,1332.020000,553.830000
842.140000,517.080000,1331.980000,554.020000
842.090000,516.660000,1331.860000,554.130000
842.140000,516.270000,1331.830000,554.320000
842.010000,516.260000,1331.990000,554.110000
841.990000,516.320000,1331.830000,554.150000
842.050000,516.360000,1332.170000,554.230000
841.890000,516.480000,1332.090000,554.140000
841.860000,516.810000,1331.830000,554.110000
841.900000,516.850000,1331.680000,554.100000
842.050000,517.040000,1331.830000,554.040000
841.970000,516.450000,1332.070000,554.050000
842.270000,516.080000,1331.800000,553.970000
842.240000,515.970000,1331.870000,554.170000
842.120000,516.040000,1331.810000,554.200000
842.230000,516.070000,1331.760000,554.170000
842.090000,516.240000,1331.310000,554.440000
842.130000,516.110000,1331.330000,554.570000
842.060000,516.320000,1331.470000,554.650000
842.000000,516.350000,1331.560000,554.370000
842.060000,516.040000,1331.470000,554.060000
842.050000,516.250000,1331.560000,553.810000
841.960000,516.330000,1332.000000,553.880000
841.860000,516.090000,1331.330000,553.890000
841.990000,516.070000,1331.530000,553.860000
