pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y
371.960000,29.930000,355.430000,97.500000,353.030000,173.160000,338.890000,260.360000,316.100000,352.010000,288.130000,452.770000,271.300000,490.890000,225.760000,583.910000
371.960000,29.930000,355.460000,97.510000,353.030000,173.160000,338.900000,260.360000,316.100000,352.010000,288.130000,452.760000,271.290000,490.900000,225.760000,583.910000
371.960000,29.930000,355.470000,97.650000,353.030000,173.160000,338.890000,260.360000,316.090000,352.010000,288.130000,452.760000,271.290000,490.890000,225.770000,583.910000
371.960000,29.930000,355.470000,97.640000,353.020000,173.160000,338.890000,260.360000,316.090000,352.010000,288.140000,452.760000,271.290000,490.900000,225.770000,583.910000
371.970000,29.940000,355.470000,97.650000,353.010000,173.150000,338.890000,260.370000,316.090000,351.990000,288.140000,452.760000,271.290000,490.900000,225.770000,583.910000
371.970000,29.940000,355.470000,97.650000,353.010000,173.150000,338.890000,260.370000,316.090000,351.990000,288.110000,452.710000,271.270000,490.890000,225.770000,583.910000
371.970000,29.940000,355.520000,97.740000,352.970000,173.200000,338.810000,260.300000,316.060000,351.960000,288.130000,452.670000,271.320000,490.880000,225.790000,583.880000
372.030000,29.990000,355.500000,97.690000,352.970000,173.200000,338.810000,260.300000,316.060000,351.960000,288.130000,452.660000,271.320000,490.890000,225.790000,583.890000
372.030000,29.980000,355.470000,97.670000,352.980000,173.200000,338.810000,260.300000,316.050000,351.960000,288.130000,452.660000,271.330000,490.890000,225.790000,583.890000
372.020000,29.960000,355.460000,97.660000,352.980000,173.200000,338.820000,260.310000,316.050000,351.950000,288.140000,452.660000,271.330000,490.870000,225.790000,583.880000
372.020000,29.960000,355.460000,97.660000,352.980000,173.200000,338.820000,260.310000,316.050000,351.950000,288.130000,452.650000,271.310000,490.860000,225.790000,583.880000
372.020000,29.930000,355.490000,97.670000,352.960000,173.190000,338.820000,260.310000,316.060000,351.950000,288.130000,452.670000,271.300000,490.850000,225.790000,583.880000
372.010000,30.030000,355.500000,97.670000,352.960000,173.190000,338.820000,260.310000,316.060000,351.950000,288.130000,452.680000,271.300000,490.850000,225.790000,583.880000
372.000000,30.010000,355.480000,97.670000,352.960000,173.210000,338.820000,260.310000,316.050000,351.950000,288.130000,452.680000,271.310000,490.840000,225.790000,583.880000
372.010000,30.020000,355.480000,97.670000,352.960000,173.210000,338.820000,260.320000,316.060000,351.950000,288.130000,452.680000,271.310000,490.840000,225.790000,583.880000
372.010000,30.020000,355.390000,97.610000,352.960000,173.210000,338.820000,260.320000,316.060000,351.940000,288.130000,452.670000,271.290000,490.800000,225.790000,583.880000
371.990000,29.990000,355.390000,97.650000,352.940000,173.200000,338.810000,260.300000,316.050000,351.940000,288.130000,452.680000,271.330000,490.780000,225.800000,583.870000
371.990000,29.960000,355.400000,97.640000,352.940000,173.200000,338.820000,260.310000,316.050000,351.940000,288.130000,452.670000,271.280000,490.840000,225.800000,583.880000
371.920000,29.920000,355.290000,97.570000,352.930000,173.190000,338.790000,260.260000,316.030000,351.900000,288.090000,452.670000,271.260000,490.740000,225.810000,583.840000
371.930000,29.930000,355.380000,97.610000,352.930000,173.190000,338.790000,260.260000,316.030000,351.900000,288.080000,452.670000,271.260000,490.720000,225.810000,583.840000
371.930000,29.930000,355.510000,97.750000,352.930000,173.190000,338.800000,260.260000,316.020000,351.900000,288.080000,452.660000,271.250000,490.720000,225.810000,583.840000
371.930000,29.930000,355.400000,97.610000,352.930000,173.180000,338.790000,260.260000,316.020000,351.890000,288.080000,452.650000,271.240000,490.710000,225.810000,583.830000
371.930000,29.940000,355.380000,97.600000,352.930000,173.180000,338.790000,260.250000,316.020000,351.890000,288.080000,452.650000,271.220000,490.770000,225.810000,583.840000
371.930000,29.940000,355.380000,97.600000,352.930000,173.180000,338.790000,260.250000,316.020000,351.890000,288.080000,452.650000,271.220000,490.770000,225.810000,583.840000
371.930000,29.940000,355.380000,97.600000,352.930000,173.180000,338.790000,260.250000,316.020000,351.900000,288.080000,452.650000,271.240000,490.700000,225.810000,583.830000
371.920000,29.960000,355.380000,97.600000,352.930000,173.180000,338.790000,260.260000,316.020000,351.900000,288.080000,452.630000,271.250000,490.670000,225.800000,583.830000
371.900000,29.920000,355.380000,97.590000,352.930000,173.180000,338.790000,260.260000,316.020000,351.900000,288.080000,452.630000,271.250000,490.680000,225.800000,583.830000
371.800000,29.880000,355.380000,97.600000,352.930000,173.190000,338.780000,260.250000,316.020000,351.900000,288.080000,452.640000,271.240000,490.670000,225.800000,583.830000
371.840000,29.890000,355.410000,97.600000,352.930000,173.180000,338.780000,260.250000,316.020000,351.890000,288.050000,452.590000,271.230000,490.650000,225.800000,583.830000
371.840000,29.890000,355.410000,97.600000,352.920000,173.180000,338.780000,260.260000,316.020000,351.900000,288.050000,452.590000,271.260000,490.660000,225.800000,583.830000
371.850000,29.890000,355.320000,97.580000,352.920000,173.170000,338.770000,260.250000,316.020000,351.900000,288.050000,452.610000,271.260000,490.670000,225.820000,583.830000
371.860000,29.940000,355.270000,97.620000,352.880000,173.120000,338.710000,260.200000,316.010000,351.840000,288.060000,452.640000,271.310000,490.680000,225.840000,583.810000
371.860000,29.930000,355.310000,97.500000,352.880000,173.120000,338.720000,260.200000,316.010000,351.840000,288.040000,452.600000,271.310000,490.660000,225.850000,583.800000
371.850000,29.950000,355.290000,97.360000,352.880000,173.120000,338.720000,260.200000,316.010000,351.840000,288.050000,452.600000,271.310000,490.670000,225.840000,583.800000
371.850000,29.950000,355.290000,97.360000,352.880000,173.130000,338.720000,260.200000,316.010000,351.850000,288.040000,452.610000,271.290000,490.630000,225.840000,583.800000
371.850000,29.950000,355.190000,97.330000,352.880000,173.140000,338.710000,260.190000,316.010000,351.850000,288.040000,452.610000,271.270000,490.640000,225.840000,583.800000
371.850000,29.950000,355.230000,97.280000,352.880000,173.140000,338.710000,260.190000,316.010000,351.840000,288.020000,452.550000,271.270000,490.610000,225.840000,583.800000
371.850000,29.950000,355.230000,97.280000,352.880000,173.140000,338.710000,260.190000,316.010000,351.840000,288.010000,452.550000,271.290000,490.610000,225.850000,583.800000
371.860000,29.960000,355.230000,97.320000,352.880000,173.140000,338.700000,260.180000,316.020000,351.850000,288.040000,452.630000,271.330000,490.640000,225.850000,583.790000
371.860000,29.960000,355.110000,97.370000,352.880000,173.140000,338.710000,260.180000,316.020000,351.850000,288.040000,452.630000,271.290000,490.590000,225.850000,583.780000
371.860000,29.960000,355.110000,97.370000,352.880000,173.140000,338.710000,260.180000,316.020000,351.850000,288.040000,452.620000,271.310000,490.610000,225.860000,583.780000
371.850000,29.960000,355.100000,97.370000,352.880000,173.140000,338.700000,260.180000,316.010000,351.850000,288.030000,452.640000,271.300000,490.590000,225.860000,583.770000
371.850000,29.960000,355.110000,97.370000,352.880000,173.140000,338.700000,260.180000,316.010000,351.850000,288.050000,452.640000,271.300000,490.590000,225.860000,583.770000
371.840000,29.980000,355.120000,97.390000,352.830000,173.120000,338.680000,260.130000,315.990000,351.770000,288.050000,452.510000,271.270000,490.430000,225.880000,583.720000
371.860000,29.860000,355.030000,97.330000,352.830000,173.120000,338.680000,260.130000,315.990000,351.770000,288.070000,452.340000,271.210000,490.210000,225.880000,583.720000
371.860000,29.860000,355.030000,97.330000,352.830000,173.120000,338.680000,260.130000,315.990000,351.770000,288.070000,452.340000,271.210000,490.210000,225.880000,583.720000
371.830000,29.940000,355.110000,97.340000,352.840000,173.120000,338.680000,260.130000,315.990000,351.780000,288.060000,452.360000,271.210000,490.210000,225.880000,583.720000
371.830000,29.950000,355.110000,97.340000,352.840000,173.120000,338.680000,260.130000,315.990000,351.780000,288.060000,452.350000,271.220000,490.220000,225.880000,583.720000
371.830000,29.950000,355.110000,97.340000,352.830000,173.110000,338.670000,260.120000,315.990000,351.780000,288.060000,452.350000,271.220000,490.260000,225.880000,583.720000
371.830000,29.950000,355.080000,97.250000,352.830000,173.120000,338.670000,260.130000,315.990000,351.780000,288.050000,452.350000,271.210000,490.230000,225.870000,583.720000
371.830000,29.950000,355.080000,97.280000,352.820000,173.110000,338.640000,260.120000,315.980000,351.780000,288.050000,452.330000,271.220000,490.240000,225.880000,583.710000
371.830000,29.940000,355.090000,97.260000,352.830000,173.110000,338.640000,260.110000,315.980000,351.780000,288.030000,452.340000,271.200000,490.220000,225.880000,583.710000
371.830000,29.940000,355.090000,97.260000,352.820000,173.100000,338.630000,260.110000,315.980000,351.770000,288.030000,452.330000,271.220000,490.230000,225.870000,583.710000
371.830000,29.950000,355.170000,97.390000,352.800000,173.050000,338.630000,260.100000,315.980000,351.750000,288.030000,452.320000,271.190000,490.220000,225.870000,583.710000
371.830000,29.940000,355.090000,97.410000,352.810000,173.080000,338.620000,260.100000,315.970000,351.750000,288.030000,452.320000,271.200000,490.210000,225.870000,583.700000
371.830000,29.950000,355.010000,97.390000,352.800000,173.070000,338.620000,260.090000,315.970000,351.750000,288.000000,452.290000,271.210000,490.220000,225.870000,583.680000
371.750000,30.010000,355.020000,97.370000,352.640000,173.070000,338.590000,260.060000,315.940000,351.680000,287.990000,452.220000,271.250000,490.180000,225.910000,583.660000
371.750000,29.990000,354.960000,97.310000,352.650000,173.070000,338.600000,260.060000,315.950000,351.680000,287.980000,452.220000,271.240000,490.170000,225.910000,583.650000
371.750000,29.990000,354.960000,97.330000,352.650000,173.070000,338.590000,260.060000,315.950000,351.690000,287.990000,452.240000,271.240000,490.160000,225.910000,583.650000
371.740000,29.990000,355.010000,97.520000,352.650000,173.070000,338.590000,260.060000,315.950000,351.690000,287.990000,452.240000,271.230000,490.160000,225.910000,583.660000
371.740000,29.990000,355.010000,97.560000,352.650000,173.080000,338.590000,260.060000,315.950000,351.670000,288.000000,452.270000,271.230000,490.160000,225.910000,583.660000
371.740000,29.990000,355.010000,97.560000,352.650000,173.080000,338.590000,260.060000,315.950000,351.670000,287.980000,452.230000,271.230000,490.150000,225.910000,583.650000
371.740000,29.990000,355.020000,97.340000,352.650000,173.080000,338.590000,260.060000,315.950000,351.670000,287.980000,452.230000,271.230000,490.140000,225.910000,583.650000
371.750000,29.990000,354.940000,97.210000,352.650000,173.070000,338.580000,260.060000,315.950000,351.670000,288.000000,452.210000,271.210000,490.120000,225.910000,583.640000
371.740000,29.950000,354.940000,97.210000,352.650000,173.080000,338.580000,260.060000,315.950000,351.670000,287.990000,452.210000,271.220000,490.120000,225.910000,583.640000
371.740000,29.960000,354.930000,97.220000,352.650000,173.070000,338.580000,260.050000,315.950000,351.670000,288.000000,452.220000,271.220000,490.140000,225.910000,583.640000
371.810000,30.020000,354.990000,97.400000,352.650000,173.070000,338.580000,260.050000,315.950000,351.670000,287.980000,452.220000,271.230000,490.150000,225.910000,583.630000
371.820000,30.030000,355.000000,97.480000,352.650000,173.070000,338.580000,260.050000,315.940000,351.660000,287.990000,452.220000,271.240000,490.150000,225.910000,583.620000
371.820000,30.030000,355.000000,97.480000,352.650000,173.070000,338.580000,260.050000,315.940000,351.660000,287.990000,452.220000,271.240000,490.150000,225.910000,583.620000
371.740000,30.000000,355.020000,97.400000,352.610000,173.010000,338.470000,260.000000,315.910000,351.580000,288.000000,452.120000,271.250000,490.090000,225.930000,583.560000
371.720000,30.000000,354.990000,97.320000,352.610000,173.020000,338.450000,259.990000,315.910000,351.580000,287.990000,452.110000,271.220000,490.080000,225.930000,583.550000
371.730000,30.000000,354.980000,97.240000,352.610000,173.020000,338.450000,259.990000,315.910000,351.580000,287.990000,452.120000,271.250000,490.080000,225.930000,583.560000
371.720000,30.010000,355.020000,97.230000,352.600000,172.960000,338.450000,259.990000,315.910000,351.580000,287.990000,452.120000,271.240000,490.080000,225.930000,583.550000
371.720000,30.010000,355.010000,97.170000,352.620000,173.020000,338.450000,259.990000,315.910000,351.580000,287.990000,452.120000,271.250000,490.080000,225.930000,583.550000
371.720000,30.010000,355.030000,97.170000,352.610000,173.020000,338.450000,259.990000,315.910000,351.590000,287.990000,452.110000,271.250000,490.070000,225.940000,583.550000
371.720000,30.010000,355.010000,97.160000,352.620000,173.020000,338.450000,259.990000,315.910000,351.580000,287.980000,452.110000,271.260000,490.070000,225.940000,583.560000
371.730000,30.010000,355.010000,97.150000,352.600000,172.990000,338.440000,259.990000,315.910000,351.570000,287.980000,452.110000,271.260000,490.060000,225.960000,583.550000
371.730000,30.010000,354.890000,97.100000,352.600000,173.000000,338.450000,259.990000,315.910000,351.570000,287.990000,452.110000,271.270000,490.070000,225.970000,583.540000
371.730000,30.020000,354.980000,97.150000,352.600000,173.000000,338.450000,259.990000,315.910000,351.570000,287.990000,452.110000,271.270000,490.050000,225.990000,583.500000
371.710000,30.010000,355.000000,97.170000,352.600000,173.000000,338.450000,259.990000,315.910000,351.560000,288.000000,452.110000,271.280000,490.040000,226.060000,583.170000
371.710000,30.010000,354.980000,97.180000,352.600000,172.990000,338.450000,259.990000,315.910000,351.550000,288.000000,452.100000,271.290000,490.050000,226.060000,583.170000
371.710000,29.980000,354.960000,97.280000,352.590000,172.990000,338.460000,259.940000,315.920000,351.510000,288.010000,452.090000,271.360000,490.000000,226.100000,583.120000
371.710000,29.980000,354.970000,97.250000,352.590000,172.980000,338.480000,259.950000,315.900000,351.410000,287.980000,452.080000,271.340000,489.990000,226.100000,583.110000
371.710000,29.980000,354.970000,97.270000,352.590000,172.980000,338.480000,259.950000,315.900000,351.400000,287.990000,452.070000,271.330000,489.980000,226.100000,583.110000
371.710000,29.980000,354.980000,97.270000,352.580000,172.970000,338.450000,259.930000,315.900000,351.400000,287.990000,452.060000,271.350000,489.980000,226.100000,583.110000
371.710000,29.980000,354.980000,97.250000,352.560000,172.910000,338.450000,259.930000,315.900000,351.400000,288.020000,452.090000,271.350000,489.980000,226.100000,583.110000
371.710000,29.960000,354.960000,97.260000,352.560000,172.910000,338.440000,259.930000,315.900000,351.390000,288.020000,452.100000,271.360000,489.980000,226.100000,583.110000
371.660000,29.890000,354.970000,97.130000,352.510000,172.960000,338.440000,259.930000,315.900000,351.390000,288.020000,452.100000,271.370000,489.980000,226.110000,583.110000
371.660000,29.880000,354.970000,97.130000,352.470000,172.930000,338.440000,259.930000,315.900000,351.390000,288.030000,452.080000,271.370000,489.990000,226.100000,583.100000
371.660000,29.880000,354.970000,97.130000,352.470000,172.930000,338.450000,259.930000,315.900000,351.390000,288.020000,452.080000,271.370000,489.980000,226.100000,583.110000
371.670000,29.900000,354.950000,97.350000,352.480000,172.930000,338.450000,259.930000,315.900000,351.380000,288.010000,452.070000,271.370000,489.980000,226.110000,583.100000
371.670000,29.900000,354.990000,97.510000,352.480000,172.930000,338.450000,259.930000,315.900000,351.380000,288.010000,452.070000,271.370000,489.980000,226.110000,583.100000
371.670000,29.880000,354.990000,97.280000,352.470000,172.920000,338.450000,259.930000,315.900000,351.380000,288.020000,452.080000,271.360000,489.970000,226.110000,583.110000
371.650000,29.870000,354.980000,97.120000,352.510000,172.970000,338.450000,259.930000,315.910000,351.380000,288.010000,452.070000,271.350000,489.960000,226.110000,583.100000
371.650000,29.960000,354.960000,97.360000,352.460000,172.970000,338.430000,259.890000,315.920000,351.320000,288.030000,452.070000,271.420000,489.920000,226.130000,583.080000
371.640000,29.970000,355.020000,97.440000,352.410000,172.900000,338.430000,259.890000,315.920000,351.330000,288.000000,452.050000,271.410000,489.920000,226.140000,583.080000
371.640000,29.970000,355.090000,97.510000,352.410000,172.960000,338.430000,259.890000,315.920000,351.330000,288.010000,452.070000,271.400000,489.910000,226.140000,583.080000
371.640000,29.970000,355.010000,97.450000,352.400000,172.890000,338.410000,259.870000,315.920000,351.330000,288.010000,452.070000,271.400000,489.910000,226.140000,583.080000
371.640000,29.970000,354.980000,97.320000,352.400000,172.890000,338.410000,259.870000,315.920000,351.330000,288.000000,452.070000,271.400000,489.910000,226.140000,583.080000
371.640000,29.970000,354.990000,97.230000,352.410000,172.920000,338.400000,259.870000,315.920000,351.330000,288.000000,452.030000,271.410000,489.910000,226.140000,583.080000
371.640000,29.970000,354.950000,97.110000,352.410000,172.930000,338.400000,259.870000,315.910000,351.340000,287.990000,452.030000,271.400000,489.910000,226.140000,583.080000
371.640000,29.970000,354.880000,97.130000,352.410000,172.930000,338.400000,259.870000,315.910000,351.340000,287.990000,452.030000,271.390000,489.910000,226.140000,583.080000
371.640000,29.970000,354.880000,97.120000,352.410000,172.930000,338.400000,259.870000,315.910000,351.340000,287.990000,452.060000,271.380000,489.900000,226.140000,583.080000
371.640000,29.970000,354.880000,97.120000,352.410000,172.930000,338.400000,259.870000,315.910000,351.340000,288.000000,452.060000,271.390000,489.910000,226.140000,583.080000
371.680000,29.900000,354.890000,97.140000,352.410000,172.930000,338.410000,259.870000,315.910000,351.330000,288.000000,452.060000,271.380000,489.900000,226.150000,583.080000
371.680000,29.900000,354.900000,97.310000,352.410000,172.930000,338.410000,259.870000,315.910000,351.340000,288.000000,452.060000,271.370000,489.900000,226.150000,583.080000
371.730000,29.990000,354.880000,97.380000,352.470000,172.900000,338.390000,259.870000,315.870000,351.330000,288.000000,452.030000,271.340000,489.860000,226.180000,583.050000
371.740000,30.000000,355.040000,97.390000,352.510000,172.910000,338.390000,259.870000,315.870000,351.330000,288.000000,452.020000,271.350000,489.850000,226.180000,583.050000
371.740000,30.020000,355.060000,97.360000,352.520000,172.940000,338.390000,259.870000,315.870000,351.330000,287.990000,452.010000,271.370000,489.870000,226.180000,583.050000
371.740000,30.020000,355.000000,97.290000,352.520000,172.940000,338.390000,259.870000,315.870000,351.320000,288.000000,452.010000,271.350000,489.860000,226.180000,583.050000
371.740000,30.020000,354.920000,97.280000,352.520000,172.940000,338.390000,259.870000,315.870000,351.320000,287.990000,452.020000,271.360000,489.870000,226.180000,583.050000
371.740000,30.020000,354.920000,97.280000,352.510000,172.960000,338.390000,259.870000,315.870000,351.330000,287.990000,452.010000,271.350000,489.860000,226.170000,583.050000
371.740000,30.010000,354.910000,97.280000,352.510000,172.950000,338.400000,259.860000,315.870000,351.330000,288.000000,452.020000,271.360000,489.880000,226.180000,583.050000
371.740000,30.020000,354.920000,97.290000,352.510000,172.950000,338.400000,259.860000,315.870000,351.340000,287.980000,451.990000,271.360000,489.870000,226.180000,583.050000
371.740000,30.020000,354.920000,97.290000,352.510000,172.950000,338.400000,259.860000,315.870000,351.340000,287.980000,451.990000,271.360000,489.870000,226.180000,583.050000
371.760000,30.030000,354.900000,97.380000,352.510000,172.950000,338.410000,259.870000,315.870000,351.340000,287.990000,452.000000,271.340000,489.870000,226.190000,583.050000
371.760000,30.030000,354.910000,97.370000,352.450000,172.840000,338.410000,259.870000,315.870000,351.330000,288.000000,452.010000,271.340000,489.870000,226.190000,583.050000
371.660000,29.970000,354.910000,97.180000,352.400000,172.910000,338.410000,259.870000,315.870000,351.330000,288.000000,452.010000,271.350000,489.870000,226.190000,583.050000
371.660000,29.970000,354.830000,97.240000,352.400000,172.910000,338.410000,259.870000,315.870000,351.330000,287.990000,452.010000,271.350000,489.870000,226.190000,583.050000
371.650000,29.970000,354.940000,97.410000,352.480000,172.980000,338.340000,259.860000,315.840000,351.290000,288.010000,452.030000,271.420000,489.870000,226.200000,583.070000
371.660000,29.980000,354.890000,97.270000,352.510000,172.940000,338.320000,259.840000,315.840000,351.280000,288.020000,452.040000,271.410000,489.850000,226.200000,583.070000
371.660000,29.990000,354.870000,97.250000,352.510000,172.940000,338.320000,259.840000,315.840000,351.280000,288.020000,452.040000,271.400000,489.860000,226.200000,583.070000
371.660000,29.980000,354.910000,97.340000,352.510000,172.940000,338.330000,259.850000,315.840000,351.290000,288.020000,452.050000,271.400000,489.860000,226.200000,583.070000
371.660000,29.980000,354.910000,97.270000,352.510000,172.940000,338.330000,259.850000,315.850000,351.290000,288.010000,452.020000,271.400000,489.860000,226.200000,583.070000
371.620000,29.950000,354.910000,97.270000,352.510000,172.940000,338.330000,259.850000,315.850000,351.290000,288.010000,452.010000,271.400000,489.860000,226.200000,583.070000
371.620000,29.950000,354.900000,97.310000,352.530000,172.950000,338.340000,259.850000,315.840000,351.280000,288.000000,452.010000,271.380000,489.850000,226.190000,583.070000
371.540000,29.900000,354.910000,97.320000,352.530000,172.950000,338.340000,259.850000,315.840000,351.280000,288.010000,452.010000,271.390000,489.860000,226.190000,583.070000
371.460000,29.850000,354.870000,97.300000,352.530000,172.950000,338.340000,259.850000,315.840000,351.280000,288.000000,452.010000,271.390000,489.860000,226.190000,583.070000
371.460000,29.860000,354.850000,97.250000,352.520000,172.930000,338.340000,259.850000,315.850000,351.280000,287.990000,452.010000,271.410000,489.860000,226.190000,583.070000
371.490000,29.870000,354.850000,97.260000,352.530000,172.960000,338.340000,259.850000,315.850000,351.280000,287.990000,452.010000,271.420000,489.870000,226.190000,583.070000
371.600000,29.930000,354.850000,97.250000,352.530000,172.960000,338.350000,259.860000,315.840000,351.280000,287.990000,452.010000,271.410000,489.860000,226.190000,583.070000
371.570000,29.960000,354.820000,97.250000,352.390000,172.940000,338.360000,259.860000,315.870000,351.290000,288.050000,452.020000,271.440000,489.880000,226.190000,583.050000
371.560000,29.960000,354.880000,97.210000,352.330000,172.890000,338.360000,259.860000,315.870000,351.300000,288.050000,452.030000,271.430000,489.870000,226.190000,583.050000
371.570000,29.980000,354.850000,97.220000,352.350000,172.920000,338.360000,259.860000,315.870000,351.290000,288.060000,452.020000,271.420000,489.860000,226.190000,583.060000
371.560000,29.970000,354.820000,97.240000,352.330000,172.920000,338.360000,259.860000,315.870000,351.290000,288.040000,452.030000,271.420000,489.860000,226.200000,583.050000
371.560000,29.980000,354.820000,97.240000,352.330000,172.920000,338.360000,259.860000,315.870000,351.290000,288.040000,451.990000,271.380000,489.850000,226.200000,583.060000
371.560000,29.980000,354.820000,97.240000,352.330000,172.920000,338.360000,259.860000,315.870000,351.290000,288.040000,451.990000,271.380000,489.850000,226.200000,583.060000
371.570000,29.980000,354.820000,97.240000,352.330000,172.920000,338.360000,259.860000,315.860000,351.290000,288.040000,451.970000,271.400000,489.850000,226.200000,583.060000
371.580000,29.970000,354.820000,97.230000,352.330000,172.910000,338.360000,259.860000,315.860000,351.290000,288.040000,451.960000,271.410000,489.860000,226.190000,583.050000
371.580000,29.980000,354.840000,97.150000,352.330000,172.910000,338.360000,259.860000,315.860000,351.290000,288.040000,451.960000,271.400000,489.850000,226.190000,583.050000
371.570000,29.970000,354.840000,97.160000,352.330000,172.910000,338.360000,259.860000,315.860000,351.290000,288.040000,451.970000,271.400000,489.860000,226.190000,583.050000
371.570000,29.960000,354.850000,97.160000,352.330000,172.910000,338.360000,259.860000,315.870000,351.280000,288.040000,451.990000,271.410000,489.860000,226.190000,583.050000
371.570000,29.960000,354.840000,97.160000,352.330000,172.910000,338.360000,259.860000,315.870000,351.280000,288.040000,451.990000,271.420000,489.860000,226.200000,583.050000
371.560000,29.950000,354.850000,97.160000,352.330000,172.910000,338.380000,259.860000,315.880000,351.280000,288.050000,452.000000,271.440000,489.850000,226.210000,583.050000
371.520000,29.960000,354.830000,97.190000,352.380000,172.940000,338.400000,259.850000,315.920000,351.300000,288.070000,451.970000,271.440000,489.830000,226.230000,583.030000
371.410000,29.900000,354.790000,97.190000,352.330000,172.870000,338.390000,259.850000,315.920000,351.300000,288.070000,451.960000,271.440000,489.830000,226.240000,583.040000
371.410000,29.900000,354.790000,97.190000,352.400000,172.890000,338.390000,259.840000,315.920000,351.300000,288.080000,451.920000,271.440000,489.830000,226.240000,583.040000
371.400000,29.880000,354.840000,97.140000,352.390000,172.900000,338.410000,259.850000,315.920000,351.300000,288.070000,451.950000,271.420000,489.810000,226.240000,583.040000
371.400000,29.880000,354.810000,97.100000,352.390000,172.900000,338.410000,259.850000,315.920000,351.300000,288.060000,451.970000,271.420000,489.810000,226.240000,583.040000
371.400000,29.880000,354.810000,97.100000,352.390000,172.900000,338.410000,259.850000,315.920000,351.300000,288.060000,451.970000,271.420000,489.810000,226.250000,583.040000
371.430000,29.800000,354.810000,97.100000,352.380000,172.890000,338.390000,259.840000,315.910000,351.300000,288.040000,451.970000,271.410000,489.800000,226.250000,583.040000
371.440000,29.810000,354.770000,97.140000,352.310000,172.870000,338.390000,259.840000,315.910000,351.300000,288.050000,451.970000,271.410000,489.800000,226.250000,583.030000
371.360000,29.860000,354.770000,97.140000,352.300000,172.880000,338.390000,259.840000,315.910000,351.310000,288.050000,451.970000,271.400000,489.800000,226.250000,583.030000
371.370000,29.890000,354.760000,97.140000,352.300000,172.860000,338.390000,259.840000,315.910000,351.300000,288.050000,451.970000,271.400000,489.790000,226.250000,583.020000
371.350000,29.830000,354.770000,97.140000,352.310000,172.860000,338.390000,259.840000,315.910000,351.300000,288.070000,451.930000,271.390000,489.780000,226.250000,583.030000
371.370000,29.830000,354.770000,97.110000,352.310000,172.870000,338.380000,259.840000,315.910000,351.300000,288.060000,451.960000,271.410000,489.760000,226.250000,583.030000
371.270000,29.770000,354.790000,97.300000,352.270000,172.900000,338.360000,259.830000,315.940000,351.240000,288.090000,451.950000,271.500000,489.810000,226.300000,583.010000
371.260000,29.760000,354.720000,97.090000,352.270000,172.900000,338.360000,259.830000,315.940000,351.240000,288.090000,451.920000,271.680000,489.820000,226.300000,583.010000
371.260000,29.760000,354.690000,97.180000,352.270000,172.900000,338.360000,259.830000,315.940000,351.240000,288.070000,451.930000,271.670000,489.800000,226.300000,583.010000
371.260000,29.760000,354.690000,97.180000,352.270000,172.900000,338.360000,259.830000,315.940000,351.240000,288.070000,451.930000,271.670000,489.800000,226.300000,583.010000
371.270000,29.770000,354.690000,97.180000,352.270000,172.900000,338.360000,259.840000,315.930000,351.250000,288.080000,451.930000,271.670000,489.810000,226.300000,583.010000
371.280000,29.780000,354.700000,97.170000,352.270000,172.900000,338.350000,259.830000,315.920000,351.240000,288.080000,451.950000,271.670000,489.800000,226.290000,583.000000
371.280000,29.780000,354.720000,97.220000,352.270000,172.900000,338.350000,259.830000,315.910000,351.240000,288.080000,451.950000,271.670000,489.810000,226.290000,583.010000
371.280000,29.780000,354.710000,97.210000,352.270000,172.900000,338.360000,259.830000,315.910000,351.240000,288.080000,451.960000,271.680000,489.800000,226.290000,583.010000
371.280000,29.770000,354.710000,97.220000,352.280000,172.920000,338.360000,259.830000,315.910000,351.240000,288.080000,451.960000,271.670000,489.790000,226.290000,583.010000
371.280000,29.770000,354.710000,97.220000,352.240000,172.820000,338.360000,259.830000,315.910000,351.240000,288.080000,451.960000,271.680000,489.800000,226.290000,583.000000
371.270000,29.790000,354.750000,97.250000,352.250000,172.830000,338.370000,259.830000,315.910000,351.240000,288.070000,451.960000,271.660000,489.780000,226.290000,583.010000
371.260000,29.780000,354.770000,97.260000,352.250000,172.830000,338.370000,259.830000,315.910000,351.240000,288.070000,451.960000,271.660000,489.780000,226.290000,583.010000
371.270000,29.790000,354.750000,97.260000,352.250000,172.840000,338.370000,259.830000,315.910000,351.240000,288.050000,451.970000,271.670000,489.780000,226.300000,583.000000
371.350000,29.890000,354.810000,97.370000,352.280000,172.910000,338.350000,259.800000,315.880000,351.240000,288.030000,451.940000,271.670000,489.770000,226.290000,582.990000
371.360000,29.900000,354.700000,97.200000,352.280000,172.900000,338.350000,259.800000,315.880000,351.240000,288.020000,451.950000,271.650000,489.760000,226.280000,582.990000
371.340000,29.810000,354.720000,97.180000,352.290000,172.930000,338.350000,259.800000,315.880000,351.240000,288.020000,451.950000,271.650000,489.770000,226.280000,582.990000
