pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y
1268.090000,758.470000,781.360000,780.040000,NaN,NaN
1267.110000,758.150000,781.110000,780.190000,NaN,NaN
1267.640000,758.070000,781.030000,780.080000,NaN,NaN
1268.110000,757.990000,780.870000,780.000000,NaN,NaN
1268.990000,757.800000,781.090000,779.860000,NaN,NaN
1269.570000,757.630000,781.090000,779.660000,NaN,NaN
1269.400000,756.230000,781.050000,778.470000,NaN,NaN
1268.860000,755.470000,781.040000,777.780000,NaN,NaN
1268.050000,754.380000,781.020000,777.650000,NaN,NaN
1267.370000,753.610000,780.760000,776.960000,NaN,NaN
1268.760000,753.230000,781.100000,776.040000,NaN,NaN
1269.900000,752.570000,781.330000,776.080000,NaN,NaN
1270.460000,752.130000,781.920000,776.050000,NaN,NaN
1270.480000,751.990000,782.080000,776.060000,NaN,NaN
1270.590000,751.920000,782.030000,775.860000,NaN,NaN
1270.560000,751.940000,781.900000,775.870000,NaN,NaN
1269.720000,751.960000,781.920000,775.450000,NaN,NaN
1268.920000,751.710000,782.090000,775.610000,NaN,NaN
1268.360000,751.770000,782.080000,775.700000,NaN,NaN
1268.390000,751.600000,782.010000,775.830000,NaN,NaN
1268.260000,750.790000,781.920000,775.580000,NaN,NaN
1268.240000,750.090000,782.130000,775.220000,NaN,NaN
1268.640000,749.910000,782.230000,775.650000,NaN,NaN
1269.110000,750.050000,781.990000,775.670000,NaN,NaN
1270.000000,750.100000,781.660000,774.640000,NaN,NaN
1270.740000,750.140000,782.250000,774.440000,NaN,NaN
1270.790000,750.160000,782.570000,774.560000,NaN,NaN
1270.780000,750.220000,782.530000,775.150000,NaN,NaN
1270.740000,750.180000,781.800000,774.430000,NaN,NaN
1270.810000,750.170000,781.560000,774.360000,NaN,NaN
1270.720000,750.170000,781.660000,774.260000,NaN,NaN
1270.620000,750.090000,781.660000,774.750000,NaN,NaN
1270.550000,750.070000,781.710000,774.780000,NaN,NaN
1270.000000,750.010000,781.580000,775.030000,NaN,NaN
1270.020000,749.980000,781.400000,775.410000,NaN,NaN
1269.940000,749.970000,782.040000,775.480000,NaN,NaN
1270.000000,749.960000,781.630000,774.640000,NaN,NaN
1269.950000,750.010000,781.170000,774.270000,NaN,NaN
1269.990000,749.970000,781.620000,774.170000,NaN,NaN
1269.980000,750.030000,781.560000,774.330000,NaN,NaN
1270.020000,749.990000,781.680000,774.480000,NaN,NaN
1270.110000,750.000000,782.040000,774.490000,NaN,NaN
1270.080000,750.010000,782.070000,774.730000,NaN,NaN
1269.950000,749.980000,781.340000,774.630000,NaN,NaN
1269.940000,750.000000,781.120000,774.750000,NaN,NaN
1269.880000,750.070000,781.500000,775.370000,NaN,NaN
1269.820000,750.070000,781.910000,775.740000,NaN,NaN
1269.800000,750.080000,782.010000,775.720000,NaN,NaN
1269.750000,750.210000,782.200000,775.550000,NaN,NaN
1269.950000,751.330000,782.230000,775.360000,NaN,NaN
1269.780000,751.960000,782.270000,775.590000,NaN,NaN
1269.520000,752.480000,782.260000,775.900000,NaN,NaN
1268.680000,753.090000,781.860000,775.860000,NaN,NaN
1268.170000,753.950000,781.830000,775.920000,NaN,NaN
1268.160000,754.380000,781.770000,776.050000,NaN,NaN
1268.310000,754.550000,781.620000,776.060000,NaN,NaN
1268.170000,754.820000,781.010000,776.070000,NaN,NaN
1268.330000,754.870000,781.370000,776.040000,NaN,NaN
1268.190000,754.500000,781.970000,776.140000,NaN,NaN
1268.320000,754.010000,781.760000,775.850000,NaN,NaN
1268.540000,753.930000,781.750000,775.840000,NaN,NaN
1268.970000,753.740000,781.900000,775.380000,NaN,NaN
1269.040000,752.630000,781.990000,774.560000,NaN,NaN
1269.020000,752.000000,781.800000,774.120000,NaN,NaN
1268.970000,751.580000,781.950000,773.800000,NaN,NaN
1269.020000,751.210000,781.960000,773.650000,NaN,NaN
1268.900000,750.890000,781.830000,773.050000,NaN,NaN
1268.670000,750.320000,782.030000,772.770000,NaN,NaN
1268.030000,750.040000,781.850000,772.400000,NaN,NaN
1267.390000,749.960000,781.630000,772.340000,NaN,NaN
1267.690000,749.810000,781.100000,772.110000,NaN,NaN
1268.200000,749.870000,781.090000,772.290000,NaN,NaN
1268.690000,749.930000,781.110000,772.480000,NaN,NaN
1268.670000,749.870000,781.220000,772.420000,NaN,NaN
1268.700000,749.810000,780.890000,772.370000,NaN,NaN
1268.620000,749.810000,781.080000,772.630000,NaN,NaN
1268.650000,749.850000,781.270000,773.070000,NaN,NaN
1268.940000,749.860000,780.990000,772.820000,NaN,NaN
1268.850000,749.870000,781.050000,772.950000,NaN,NaN
1268.730000,749.900000,781.160000,772.980000,NaN,NaN
1268.710000,749.880000,781.070000,772.670000,NaN,NaN
1268.810000,749.970000,781.220000,772.160000,NaN,NaN
1269.040000,749.980000,780.610000,773.540000,NaN,NaN
1268.930000,750.010000,780.200000,773.590000,NaN,NaN
1268.930000,749.970000,780.320000,772.740000,NaN,NaN
1268.870000,749.960000,780.110000,772.720000,NaN,NaN
1268.890000,749.940000,780.150000,772.920000,NaN,NaN
1268.860000,749.900000,780.260000,773.270000,NaN,NaN
1268.850000,749.840000,780.530000,773.600000,NaN,NaN
1268.780000,749.920000,780.940000,773.690000,NaN,NaN
1268.890000,749.900000,780.890000,773.240000,NaN,NaN
1268.940000,749.930000,780.930000,773.310000,NaN,NaN
1268.800000,749.960000,780.700000,773.620000,NaN,NaN
1268.730000,749.920000,780.450000,773.790000,NaN,NaN
1268.920000,749.970000,780.390000,773.690000,NaN,NaN
1268.770000,749.920000,780.460000,773.750000,NaN,NaN
1268.720000,749.930000,780.470000,773.740000,NaN,NaN
1268.700000,749.960000,780.440000,773.830000,NaN,NaN
1268.650000,749.940000,780.310000,773.800000,NaN,NaN
1268.510000,749.980000,780.430000,773.870000,NaN,NaN
1268.020000,750.010000,780.420000,774.090000,NaN,NaN
1268.010000,750.380000,780.370000,774.130000,NaN,NaN
1268.160000,751.560000,780.340000,774.280000,NaN,NaN
1268.020000,752.340000,780.490000,774.310000,NaN,NaN
1267.960000,753.100000,781.100000,774.870000,NaN,NaN
1267.970000,753.930000,781.470000,775.670000,NaN,NaN
1267.780000,754.670000,781.300000,776.000000,NaN,NaN
1267.640000,755.390000,780.980000,776.250000,NaN,NaN
1266.910000,755.930000,780.670000,776.760000,NaN,NaN
1266.350000,756.270000,779.830000,777.230000,NaN,NaN
1267.040000,756.570000,779.360000,777.430000,NaN,NaN
1267.280000,756.580000,779.480000,777.680000,NaN,NaN
1268.030000,756.700000,779.870000,777.630000,NaN,NaN
1267.690000,756.520000,780.170000,777.760000,NaN,NaN
1267.400000,756.100000,780.350000,777.230000,NaN,NaN
1266.700000,755.990000,781.000000,777.140000,NaN,NaN
1266.150000,755.960000,780.950000,776.760000,NaN,NaN
1266.200000,755.820000,780.650000,776.340000,NaN,NaN
1266.230000,755.750000,779.560000,776.060000,NaN,NaN
1266.320000,755.400000,779.300000,775.900000,NaN,NaN
1266.210000,754.370000,779.510000,775.710000,NaN,NaN
1266.240000,753.610000,779.870000,775.940000,NaN,NaN
1266.600000,753.440000,779.990000,775.680000,NaN,NaN
1267.030000,753.450000,779.920000,775.760000,NaN,NaN
1266.910000,753.310000,779.880000,775.430000,NaN,NaN
1266.900000,753.130000,779.490000,775.220000,NaN,NaN
1266.910000,753.050000,779.400000,775.140000,NaN,NaN
1267.010000,752.900000,779.410000,775.230000,NaN,NaN
1267.170000,752.910000,779.470000,775.300000,NaN,NaN
1267.280000,752.840000,780.220000,775.510000,NaN,NaN
1266.960000,752.950000,781.160000,775.920000,NaN,NaN
1267.100000,752.760000,780.810000,776.000000,NaN,NaN
1266.970000,752.610000,780.840000,775.910000,NaN,NaN
1266.910000,752.160000,780.680000,775.960000,NaN,NaN
1266.900000,752.190000,780.940000,775.970000,NaN,NaN
1266.910000,752.290000,781.100000,775.740000,NaN,NaN
1267.130000,752.290000,781.270000,775.930000,NaN,NaN
1267.210000,752.330000,780.950000,775.930000,NaN,NaN
1267.130000,752.250000,781.030000,775.890000,NaN,NaN
1267.150000,752.240000,781.080000,775.960000,NaN,NaN
1267.120000,752.200000,780.970000,775.990000,NaN,NaN
1267.110000,752.270000,781.010000,775.940000,NaN,NaN
1267.130000,752.300000,780.970000,776.150000,NaN,NaN
1267.550000,753.620000,780.810000,776.280000,NaN,NaN
1268.170000,754.490000,781.630000,776.800000,NaN,NaN
1268.960000,755.590000,781.880000,777.570000,NaN,NaN
1269.710000,756.520000,782.050000,777.910000,NaN,NaN
1269.860000,757.720000,782.060000,778.240000,NaN,NaN
1269.850000,758.280000,781.880000,778.800000,NaN,NaN
1269.470000,758.670000,781.840000,779.250000,NaN,NaN
1268.720000,759.200000,781.790000,779.760000,NaN,NaN
1268.080000,759.880000,781.720000,779.910000,NaN,NaN
1267.940000,759.990000,781.790000,779.930000,NaN,NaN
1268.230000,759.890000,782.050000,779.750000,NaN,NaN
1268.390000,759.730000,782.070000,779.700000,NaN,NaN
1268.990000,759.720000,782.190000,779.780000,NaN,NaN
1268.920000,759.500000,782.060000,779.600000,NaN,NaN
1268.070000,758.280000,781.960000,779.250000,NaN,NaN
1267.310000,757.320000,781.680000,778.450000,NaN,NaN
1267.700000,756.420000,781.060000,778.050000,NaN,NaN
1268.240000,756.250000,781.090000,777.960000,NaN,NaN
1268.890000,756.140000,781.000000,777.940000,NaN,NaN
1269.660000,756.160000,781.140000,777.760000,NaN,NaN
1269.680000,756.090000,781.130000,777.650000,NaN,NaN
1269.690000,756.000000,781.340000,777.630000,NaN,NaN
1269.710000,755.930000,781.970000,777.640000,NaN,NaN
1269.840000,755.900000,782.010000,777.790000,NaN,NaN
1269.810000,755.830000,782.220000,776.950000,NaN,NaN
1269.870000,755.710000,781.930000,776.400000,NaN,NaN
1269.700000,754.380000,781.760000,776.860000,NaN,NaN
1269.700000,754.110000,781.770000,776.650000,NaN,NaN
1269.760000,754.160000,781.870000,776.540000,NaN,NaN
1269.740000,754.120000,781.970000,776.350000,NaN,NaN
1269.460000,754.120000,781.870000,776.180000,NaN,NaN
1268.880000,753.980000,781.970000,776.230000,NaN,NaN
1268.330000,753.950000,781.710000,776.370000,NaN,NaN
1268.420000,753.940000,781.710000,776.210000,NaN,NaN
1268.480000,754.020000,781.860000,776.320000,NaN,NaN
1269.260000,754.000000,781.800000,776.140000,NaN,NaN
1269.740000,753.850000,781.880000,776.120000,NaN,NaN
1269.850000,753.960000,781.920000,776.020000,NaN,NaN
1269.900000,753.940000,781.740000,776.080000,NaN,NaN
1270.000000,753.950000,781.970000,776.090000,NaN,NaN
1269.960000,753.820000,782.020000,776.130000,NaN,NaN
1270.040000,753.750000,781.850000,776.120000,NaN,NaN
1269.910000,753.880000,782.050000,776.160000,NaN,NaN
1269.980000,753.790000,781.610000,776.100000,NaN,NaN
1270.040000,753.890000,781.790000,776.180000,NaN,NaN
1270.030000,754.160000,782.300000,776.440000,NaN,NaN
1270.310000,755.700000,782.930000,777.180000,NaN,NaN
1270.960000,756.370000,783.720000,777.960000,NaN,NaN
1271.720000,757.650000,783.710000,778.270000,NaN,NaN
1271.610000,758.600000,783.670000,778.910000,NaN,NaN
1271.630000,759.910000,783.520000,779.630000,NaN,NaN
1271.820000,760.590000,783.080000,780.000000,NaN,NaN
1271.690000,760.960000,783.070000,780.060000,NaN,NaN
1270.960000,761.550000,782.950000,780.150000,NaN,NaN
1270.020000,761.870000,782.840000,780.310000,NaN,NaN
1269.590000,761.830000,782.960000,780.160000,NaN,NaN
1269.540000,761.740000,783.070000,779.980000,NaN,NaN
1269.830000,761.370000,782.820000,779.970000,NaN,NaN
1270.080000,760.350000,782.720000,779.860000,NaN,NaN
1269.820000,759.770000,782.410000,779.910000,NaN,NaN
1269.880000,759.110000,782.020000,779.760000,NaN,NaN
1269.870000,758.310000,781.940000,779.710000,NaN,NaN
1269.840000,758.050000,782.240000,779.010000,NaN,NaN
1270.310000,757.850000,782.360000,778.240000,NaN,NaN
1271.010000,757.790000,782.770000,778.100000,NaN,NaN
1271.830000,757.790000,782.720000,778.000000,NaN,NaN
1272.640000,757.750000,782.730000,777.880000,NaN,NaN
1272.280000,757.590000,782.770000,777.830000,NaN,NaN
1271.590000,756.680000,782.480000,777.890000,NaN,NaN
1270.840000,756.030000,782.610000,777.400000,NaN,NaN
1270.110000,755.740000,782.950000,777.300000,NaN,NaN
1270.400000,755.770000,782.530000,777.540000,NaN,NaN
1270.390000,755.940000,782.440000,777.620000,NaN,NaN
1270.390000,755.930000,782.800000,777.390000,NaN,NaN
1270.290000,755.850000,782.860000,776.920000,NaN,NaN
1270.300000,755.830000,782.650000,776.770000,NaN,NaN
1270.740000,755.840000,783.050000,777.300000,NaN,NaN
1271.060000,755.890000,783.170000,777.460000,NaN,NaN
1271.170000,755.890000,783.160000,777.470000,NaN,NaN
1271.290000,755.890000,782.950000,777.300000,NaN,NaN
1271.270000,755.890000,783.130000,777.100000,NaN,NaN
1271.220000,755.880000,783.060000,777.110000,NaN,NaN
1271.290000,755.840000,783.140000,777.320000,NaN,NaN
1271.130000,755.820000,783.030000,777.530000,NaN,NaN
1271.050000,755.850000,783.170000,777.830000,NaN,NaN
1271.360000,755.810000,783.110000,777.600000,NaN,NaN
1271.870000,755.830000,783.110000,776.820000,NaN,NaN
1271.900000,755.850000,783.180000,776.490000,NaN,NaN
1271.830000,755.880000,783.090000,776.540000,NaN,NaN
1272.010000,755.870000,783.170000,776.840000,NaN,NaN
1272.000000,755.930000,783.240000,777.520000,NaN,NaN
1272.130000,756.420000,783.470000,777.900000,NaN,NaN
1272.290000,757.630000,783.990000,778.310000,NaN,NaN
1272.110000,758.870000,784.840000,778.690000,NaN,NaN
1272.250000,759.970000,785.350000,779.220000,NaN,NaN
1272.550000,761.620000,785.510000,780.000000,NaN,NaN
1272.890000,762.260000,785.010000,779.980000,NaN,NaN
1272.960000,762.590000,785.020000,780.220000,NaN,NaN
1272.870000,762.850000,784.960000,780.510000,NaN,NaN
1273.010000,762.800000,784.780000,781.250000,NaN,NaN
1273.040000,762.630000,785.280000,780.470000,NaN,NaN
1273.130000,761.970000,785.210000,780.070000,NaN,NaN
1273.320000,761.260000,784.790000,779.580000,NaN,NaN
1273.260000,760.640000,784.780000,778.930000,NaN,NaN
1273.250000,759.830000,785.030000,778.170000,NaN,NaN
1273.070000,758.270000,785.420000,777.900000,NaN,NaN
1273.290000,757.840000,785.690000,777.530000,NaN,NaN
1273.040000,757.020000,785.450000,776.850000,NaN,NaN
1272.960000,756.190000,785.020000,776.290000,NaN,NaN
1273.040000,755.910000,785.260000,776.300000,NaN,NaN
1273.170000,756.200000,785.090000,776.170000,NaN,NaN
1273.160000,756.030000,784.960000,776.020000,NaN,NaN
1273.240000,755.900000,784.990000,776.020000,NaN,NaN
1273.340000,755.850000,784.880000,775.900000,NaN,NaN
1273.640000,755.910000,784.930000,775.850000,NaN,NaN
1273.930000,755.920000,785.090000,776.010000,NaN,NaN
1274.030000,755.890000,785.080000,776.010000,NaN,NaN
1274.090000,755.900000,785.080000,776.160000,NaN,NaN
1274.040000,755.860000,785.210000,775.780000,NaN,NaN
1274.050000,755.910000,785.320000,775.840000,NaN,NaN
1274.120000,755.900000,784.860000,775.720000,NaN,NaN
1274.070000,755.890000,784.890000,775.730000,NaN,NaN
1273.990000,755.880000,785.510000,776.000000,NaN,NaN
1274.080000,755.900000,785.820000,775.890000,NaN,NaN
1273.990000,755.940000,785.610000,776.070000,NaN,NaN
1273.940000,755.950000,785.640000,776.240000,NaN,NaN
1273.850000,756.040000,785.720000,776.330000,NaN,NaN
1273.950000,756.000000,785.290000,776.140000,NaN,NaN
1273.930000,756.010000,785.010000,776.450000,NaN,NaN
1273.810000,756.060000,784.950000,776.440000,NaN,NaN
1274.020000,756.070000,785.120000,776.600000,NaN,NaN
1274.180000,756.020000,785.210000,777.280000,NaN,NaN
1274.090000,755.990000,785.150000,777.730000,NaN,NaN
1274.060000,756.070000,785.280000,777.750000,NaN,NaN
1274.280000,756.330000,785.050000,777.730000,NaN,NaN
1274.350000,757.850000,785.260000,778.280000,NaN,NaN
1276.230000,759.750000,786.090000,779.190000,NaN,NaN
1276.440000,760.760000,786.700000,779.640000,NaN,NaN
1276.770000,761.860000,786.270000,780.010000,NaN,NaN
1276.600000,762.230000,786.010000,780.160000,NaN,NaN
1276.400000,762.980000,786.110000,780.120000,NaN,NaN
1276.020000,763.800000,786.020000,780.400000,NaN,NaN
1275.940000,763.830000,785.840000,780.680000,NaN,NaN
1275.850000,763.670000,786.120000,780.200000,NaN,NaN
1275.860000,763.570000,785.990000,780.070000,NaN,NaN
1275.950000,762.630000,785.960000,780.030000,NaN,NaN
1275.760000,762.040000,785.790000,779.930000,NaN,NaN
1275.740000,761.680000,785.840000,779.810000,NaN,NaN
1275.610000,761.250000,785.670000,779.810000,NaN,NaN
1274.940000,760.690000,785.930000,779.720000,NaN,NaN
1274.170000,759.940000,785.980000,779.540000,NaN,NaN
1273.310000,759.690000,785.980000,779.020000,NaN,NaN
1273.480000,759.260000,786.150000,779.050000,NaN,NaN
1274.030000,759.130000,785.990000,778.950000,NaN,NaN
1274.180000,758.570000,785.810000,778.670000,NaN,NaN
1274.150000,758.030000,785.910000,778.100000,NaN,NaN
1274.190000,757.820000,786.150000,778.210000,NaN,NaN
1274.460000,757.880000,786.330000,778.110000,NaN,NaN
1275.140000,757.750000,786.630000,777.980000,NaN,NaN
1275.960000,757.770000,786.690000,777.870000,NaN,NaN
1276.480000,757.740000,786.090000,777.930000,NaN,NaN
1276.620000,757.290000,786.030000,777.930000,NaN,NaN
1276.400000,756.810000,785.640000,777.870000,NaN,NaN
