pt1_cam1_X,pt1_cam1_Y
302.507869,252.507869
302.380000,252.880000
301.610000,252.730000
300.730000,252.310000
299.860000,251.140000
298.960000,248.670000
298.550000,246.080000
299.520000,245.900000
301.720000,248.740000
304.270000,254.320000
307.060000,261.180000
309.700000,267.800000
311.840000,273.860000
313.730000,279.910000
315.620000,285.380000
317.610000,290.380000
319.490000,294.780000
320.930000,298.690000
322.190000,302.570000
323.840000,305.600000
324.960000,308.500000
325.970000,309.500000
326.740000,308.750000
326.740000,306.120000
326.550000,300.670000
325.200000,293.170000
323.420000,285.520000
320.460000,278.750000
317.260000,273.410000
313.930000,269.470000
310.910000,266.660000
308.080000,264.580000
305.740000,263.030000
304.020000,261.960000
302.630000,261.260000
301.460000,260.730000
300.400000,260.080000
299.700000,257.890000
299.330000,254.980000
299.880000,255.110000
302.110000,259.710000
304.650000,266.550000
307.780000,274.970000
310.750000,281.620000
312.920000,288.020000
314.740000,294.140000
316.520000,298.960000
318.020000,303.760000
319.780000,308.010000
321.020000,312.090000
322.260000,315.780000
324.050000,318.640000
325.690000,320.730000
326.650000,320.980000
326.740000,319.410000
326.850000,315.200000
326.560000,308.330000
325.340000,299.860000
323.080000,291.800000
320.000000,285.010000
316.600000,279.920000
312.810000,276.170000
309.340000,273.520000
306.590000,271.520000
304.460000,270.000000
302.650000,269.040000
301.210000,268.270000
300.060000,267.300000
299.180000,264.880000
298.720000,261.690000
298.950000,260.880000
301.030000,264.980000
303.630000,271.890000
306.330000,279.180000
309.080000,285.950000
311.190000,292.590000
312.870000,298.300000
314.600000,303.540000
315.980000,308.240000
317.400000,312.480000
319.140000,316.450000
320.710000,320.340000
321.960000,323.820000
323.180000,326.910000
324.090000,327.600000
324.600000,326.170000
325.050000,322.330000
325.620000,316.060000
325.110000,307.820000
323.600000,299.540000
320.830000,291.990000
317.420000,286.190000
313.840000,282.020000
310.590000,278.440000
308.300000,275.850000
306.310000,273.470000
304.530000,271.510000
303.120000,270.060000
301.950000,268.350000
300.920000,266.230000
300.000000,263.560000
299.240000,261.000000
299.780000,260.070000
301.910000,262.330000
304.940000,267.410000
307.620000,272.160000
309.680000,278.220000
311.740000,284.810000
313.750000,290.920000
315.870000,296.580000
317.680000,301.790000
319.330000,306.450000
320.860000,310.300000
322.230000,314.130000
324.040000,318.040000
325.990000,321.380000
327.750000,323.130000
328.780000,322.930000
329.220000,321.090000
329.820000,316.670000
329.980000,309.500000
327.950000,302.770000
324.100000,296.830000
318.180000,292.630000
311.650000,289.910000
305.460000,288.120000
299.040000,289.000000
292.950000,291.330000
288.740000,292.880000
286.060000,293.610000
283.950000,293.920000
282.290000,293.550000
281.290000,292.150000
281.550000,289.570000
283.000000,287.450000
285.770000,286.320000
288.920000,285.770000
291.840000,285.770000
294.430000,285.900000
296.650000,286.100000
298.450000,287.100000
299.690000,288.280000
300.860000,289.320000
301.980000,290.220000
303.000000,291.300000
303.730000,292.410000
304.400000,293.370000
304.880000,294.170000
305.070000,295.240000
305.350000,296.220000
305.960000,297.270000
306.010000,298.200000
306.050000,299.030000
306.060000,299.860000
306.200000,300.790000
306.350000,301.620000
306.440000,301.910000
306.940000,302.500000
306.990000,303.230000
307.070000,303.880000
307.090000,304.440000
307.290000,305.010000
307.530000,305.710000
307.970000,306.270000
307.990000,306.890000
307.990000,307.750000
307.980000,308.220000
308.020000,308.790000
307.980000,309.410000
308.030000,309.860000
308.010000,310.280000
307.950000,310.840000
307.720000,311.170000
307.590000,311.840000
306.990000,312.260000
306.670000,312.630000
306.600000,312.780000
306.460000,312.870000
306.280000,312.940000
305.970000,312.950000
305.810000,312.810000
305.590000,312.560000
304.990000,312.120000
304.340000,311.810000
304.080000,311.160000
303.730000,310.810000
302.960000,310.070000
302.330000,309.370000
302.040000,308.990000
301.800000,308.350000
301.230000,307.520000
300.560000,306.780000
299.680000,305.990000
298.820000,305.350000
297.820000,304.410000
297.040000,303.870000
296.310000,303.290000
295.960000,302.610000
295.370000,301.720000
294.740000,301.050000
293.910000,300.670000
293.100000,300.060000
292.420000,299.250000
292.010000,298.590000
291.670000,297.740000
290.830000,296.830000
289.830000,295.950000
288.900000,295.150000
287.930000,294.200000
286.930000,293.280000
285.990000,292.300000
285.030000,291.240000
284.070000,290.130000
283.110000,288.930000
282.320000,288.080000
281.630000,287.250000
281.090000,286.290000
280.650000,285.100000
279.810000,284.100000
278.920000,283.070000
278.230000,282.190000
283.010000,284.070000
289.730000,284.960000
352.035310,332.822638
348.019572,374.318602
364.082525,413.137407
371.140000,423.850000
378.890000,421.280000
387.800000,419.880000
390.830000,419.130000
391.760000,417.970000
392.110000,416.690000
392.650000,414.690000
392.610000,411.660000
392.040000,408.190000
391.790000,404.440000
391.920000,400.390000
392.630000,396.150000
400.224172,362.271387
418.964284,351.562751
443.058715,354.239910
458.880000,359.500000
480.540000,373.070000
487.860000,383.230000
508.649110,379.672920
515.810000,379.440000
514.080000,379.260000
512.620000,379.290000
510.170000,379.270000
507.980000,379.170000
506.380000,378.920000
505.010000,378.780000
504.080000,378.440000
