pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
372.350000,199.700000,357.080000,285.720000,327.810000,366.860000,294.130000,436.090000,230.630000,540.680000,191.990000,591.100000,161.870000,665.210000
372.340000,199.690000,357.060000,285.710000,327.780000,366.850000,294.120000,436.080000,230.590000,540.670000,191.990000,591.090000,161.870000,665.210000
372.340000,199.690000,357.040000,285.700000,327.730000,366.850000,294.090000,436.070000,230.520000,540.640000,191.960000,591.090000,161.890000,665.200000
372.320000,199.700000,357.030000,285.710000,327.710000,366.840000,294.060000,436.060000,230.150000,540.820000,191.950000,591.070000,161.890000,665.190000
372.310000,199.700000,357.020000,285.710000,327.670000,366.850000,294.020000,436.070000,230.130000,540.770000,191.930000,591.050000,161.910000,665.210000
372.300000,199.700000,357.010000,285.700000,327.660000,366.840000,293.990000,436.060000,230.070000,540.800000,191.910000,591.050000,161.910000,665.210000
372.280000,199.700000,357.000000,285.710000,327.640000,366.840000,293.980000,436.060000,230.060000,540.780000,191.910000,591.040000,161.900000,665.200000
372.270000,199.700000,357.010000,285.710000,327.640000,366.840000,293.950000,436.060000,230.050000,540.740000,191.890000,591.020000,161.910000,665.190000
372.280000,199.700000,357.010000,285.700000,327.620000,366.850000,293.940000,436.050000,230.040000,540.730000,191.890000,591.030000,161.900000,665.200000
372.290000,199.690000,357.020000,285.700000,327.600000,366.850000,293.930000,436.040000,230.030000,540.720000,191.890000,591.020000,161.910000,665.210000
372.280000,199.710000,357.000000,285.690000,327.600000,366.840000,293.940000,436.050000,230.050000,540.730000,191.890000,591.010000,161.910000,665.200000
372.270000,199.690000,357.000000,285.690000,327.610000,366.850000,293.960000,436.060000,230.040000,540.720000,191.900000,591.020000,161.920000,665.190000
372.290000,199.690000,357.000000,285.680000,327.630000,366.830000,293.950000,436.050000,230.020000,540.750000,191.910000,591.020000,161.920000,665.200000
372.290000,199.680000,357.010000,285.690000,327.650000,366.830000,293.980000,436.050000,230.040000,540.730000,191.910000,591.030000,161.920000,665.210000
372.300000,199.670000,357.010000,285.680000,327.660000,366.840000,293.990000,436.060000,230.070000,540.760000,191.920000,591.040000,161.930000,665.220000
372.310000,199.680000,357.030000,285.690000,327.700000,366.840000,294.010000,436.060000,230.080000,540.770000,191.920000,591.040000,161.930000,665.210000
372.310000,199.680000,357.040000,285.690000,327.710000,366.850000,294.040000,436.070000,230.090000,540.780000,191.940000,591.060000,161.930000,665.210000
372.330000,199.680000,357.050000,285.690000,327.750000,366.840000,294.070000,436.060000,230.130000,540.790000,191.960000,591.070000,161.940000,665.190000
372.350000,199.680000,357.060000,285.690000,327.770000,366.830000,294.100000,436.070000,230.190000,540.800000,191.980000,591.090000,161.950000,665.210000
372.370000,199.680000,357.100000,285.680000,327.830000,366.850000,294.150000,436.090000,230.240000,540.820000,192.010000,591.110000,161.960000,665.210000
372.390000,199.680000,357.110000,285.670000,327.900000,366.840000,294.220000,436.100000,230.340000,540.850000,192.050000,591.130000,161.960000,665.210000
372.410000,199.660000,357.160000,285.670000,327.950000,366.850000,294.330000,436.110000,230.430000,540.880000,192.110000,591.170000,161.990000,665.240000
372.410000,199.660000,357.170000,285.670000,328.000000,366.860000,294.420000,436.100000,230.840000,540.750000,192.200000,591.210000,162.000000,665.270000
372.440000,199.640000,357.230000,285.660000,328.070000,366.850000,294.740000,436.090000,230.970000,540.780000,192.300000,591.220000,162.040000,665.310000
372.490000,199.620000,357.280000,285.670000,328.160000,366.860000,294.880000,436.100000,231.030000,540.820000,192.570000,591.140000,162.080000,665.340000
