pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
761.222022,278.839350,892.918773,296.167870,983.027076,292.702166,1080.066787,278.839350,1187.503610,258.045126
761.010000,279.000000,893.000000,296.010000,983.000000,293.000000,1080.010000,279.000000,1188.000000,258.000000
761.020000,279.000000,893.020000,296.010000,983.030000,293.010000,1080.010000,279.000000,1188.010000,257.990000
761.020000,279.000000,893.020000,296.000000,983.030000,293.010000,1080.010000,279.000000,1188.010000,257.990000
761.040000,279.000000,893.050000,296.010000,983.040000,293.010000,1080.040000,278.990000,1188.020000,257.970000
761.040000,279.000000,893.050000,296.010000,983.040000,293.010000,1080.040000,278.990000,1188.020000,257.970000
761.080000,279.000000,893.070000,296.020000,983.070000,292.990000,1080.060000,278.950000,1188.040000,257.900000
761.080000,279.000000,893.070000,296.020000,983.070000,292.990000,1080.060000,278.950000,1188.040000,257.890000
761.090000,279.000000,893.090000,295.990000,983.100000,292.980000,1080.080000,278.950000,1188.050000,257.850000
761.090000,279.000000,893.090000,295.990000,983.100000,292.980000,1080.080000,278.950000,1188.060000,257.850000
761.100000,278.990000,893.090000,295.980000,983.100000,292.970000,1080.080000,278.940000,1188.060000,257.840000
761.100000,278.990000,893.100000,295.980000,983.100000,292.960000,1080.080000,278.930000,1188.060000,257.840000
761.110000,278.980000,893.120000,295.920000,983.130000,292.940000,1080.080000,278.910000,1188.070000,257.800000
761.110000,278.980000,893.120000,295.920000,983.130000,292.940000,1080.080000,278.910000,1188.070000,257.800000
761.080000,278.970000,893.090000,295.880000,983.100000,292.930000,1080.070000,278.900000,1188.060000,257.780000
761.070000,278.970000,893.100000,295.880000,983.100000,292.920000,1080.060000,278.900000,1188.050000,257.780000
761.050000,278.980000,893.050000,295.910000,983.050000,292.950000,1080.010000,278.940000,1188.020000,257.840000
761.020000,278.980000,893.030000,295.910000,983.030000,292.960000,1079.980000,278.950000,1188.010000,257.860000
760.870000,278.970000,892.930000,295.920000,982.900000,293.000000,1079.870000,278.980000,1187.880000,257.910000
760.870000,278.970000,892.930000,295.920000,982.900000,293.000000,1079.870000,278.980000,1187.880000,257.910000
