pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y
494.033980,530.434844,637.821929,576.446987,772.982601,595.139421,905.811475,601.877049
494.030000,529.620000,637.900000,573.920000,772.420000,591.900000,905.120000,598.000000
494.040000,528.340000,637.520000,571.580000,771.740000,588.780000,904.080000,594.250000
493.960000,526.760000,636.920000,568.830000,770.800000,585.660000,902.990000,590.360000
494.040000,524.940000,636.160000,566.410000,769.930000,583.160000,902.110000,587.920000
493.960000,523.280000,636.000000,564.830000,769.060000,580.840000,901.190000,585.800000
494.050000,522.220000,635.560000,563.370000,768.300000,579.080000,900.320000,583.610000
494.040000,521.470000,635.340000,562.370000,767.590000,577.910000,899.750000,582.100000
494.100000,521.240000,635.140000,561.690000,767.290000,577.220000,899.200000,580.940000
494.120000,521.130000,634.950000,561.350000,767.010000,576.460000,898.990000,580.090000
494.160000,521.050000,634.890000,561.160000,766.880000,576.120000,898.660000,579.230000
494.220000,520.960000,634.820000,560.900000,766.680000,575.740000,897.950000,578.240000
494.270000,520.820000,634.730000,560.620000,766.020000,574.930000,897.290000,577.300000
494.330000,520.710000,634.500000,559.840000,765.350000,574.050000,897.060000,576.450000
494.330000,520.720000,634.000000,559.040000,765.130000,573.290000,896.920000,576.040000
494.420000,520.590000,633.910000,558.320000,765.060000,572.990000,896.760000,575.700000
494.380000,519.800000,633.930000,558.090000,765.040000,572.670000,896.640000,574.820000
494.280000,518.980000,633.940000,557.890000,764.900000,571.910000,896.350000,573.880000
494.200000,518.250000,633.990000,557.720000,764.850000,571.170000,896.030000,572.980000
494.260000,518.190000,634.040000,557.560000,764.770000,570.540000,895.920000,572.130000
494.300000,518.120000,633.970000,556.880000,764.780000,570.100000,895.830000,571.160000
494.350000,518.060000,633.890000,556.150000,764.830000,569.750000,895.820000,570.250000
494.390000,518.000000,633.810000,555.630000,764.760000,569.120000,895.780000,569.550000
494.440000,517.940000,633.790000,555.380000,764.730000,568.830000,895.750000,569.210000
494.550000,517.920000,633.860000,555.300000,764.650000,568.190000,895.770000,568.990000
494.990000,517.930000,633.910000,555.200000,764.720000,568.020000,895.740000,568.810000
495.060000,517.890000,633.950000,555.020000,764.760000,567.820000,895.670000,568.690000
495.110000,517.880000,633.970000,554.930000,764.800000,567.560000,895.680000,568.550000
495.190000,517.820000,634.110000,554.780000,764.790000,566.990000,895.730000,567.740000
495.220000,517.810000,634.180000,554.650000,764.760000,566.450000,895.770000,566.940000
495.300000,517.750000,634.300000,554.590000,764.840000,566.330000,895.820000,566.140000
495.420000,517.690000,634.450000,554.380000,764.940000,565.990000,895.790000,565.330000
495.950000,517.690000,634.830000,553.870000,765.040000,565.610000,895.830000,565.100000
496.010000,517.660000,634.790000,553.200000,765.030000,564.940000,895.930000,564.890000
496.100000,517.590000,634.880000,553.030000,765.020000,564.230000,895.930000,564.680000
496.170000,517.570000,634.990000,552.880000,765.100000,563.970000,895.990000,563.820000
496.250000,517.520000,635.120000,552.710000,765.200000,563.640000,896.020000,562.950000
496.160000,516.700000,635.190000,552.590000,765.180000,563.000000,896.070000,562.280000
496.070000,515.970000,635.150000,551.930000,765.080000,562.330000,896.240000,561.990000
495.970000,515.290000,635.100000,551.310000,765.140000,562.090000,896.240000,561.800000
495.980000,515.230000,635.160000,551.140000,765.170000,561.870000,896.240000,561.620000
496.040000,515.210000,635.260000,551.060000,765.230000,561.660000,896.270000,560.820000
496.110000,515.180000,635.380000,550.970000,765.130000,561.050000,896.240000,560.000000
496.150000,515.130000,635.420000,550.860000,765.270000,560.900000,896.320000,559.390000
496.150000,515.130000,635.450000,550.850000,765.260000,560.870000,896.440000,559.150000
496.200000,515.090000,635.490000,550.750000,765.430000,560.680000,896.960000,558.990000
496.200000,515.090000,635.840000,550.790000,765.960000,560.540000,896.930000,558.840000
496.200000,515.090000,635.890000,550.770000,765.890000,560.090000,896.960000,558.800000
496.200000,515.060000,635.860000,550.670000,765.930000,559.920000,897.020000,558.670000
496.210000,515.040000,635.830000,550.570000,766.000000,559.720000,897.050000,558.390000
496.280000,515.030000,635.710000,549.970000,766.040000,559.590000,897.050000,557.730000
496.300000,515.030000,635.580000,549.430000,765.990000,559.070000,897.030000,557.000000
496.250000,514.990000,635.150000,549.160000,766.040000,558.930000,897.010000,556.280000
496.260000,514.990000,635.150000,549.170000,766.050000,558.920000,897.020000,556.240000
496.280000,514.980000,635.230000,549.120000,766.080000,558.830000,897.060000,556.090000
496.300000,514.970000,635.310000,549.060000,766.110000,558.730000,897.090000,556.000000
496.320000,514.950000,635.350000,549.040000,766.110000,558.660000,897.070000,555.940000
496.340000,514.950000,635.410000,549.020000,766.100000,558.580000,897.040000,555.890000
496.340000,514.930000,635.430000,548.950000,766.100000,558.400000,897.000000,555.800000
496.340000,514.930000,635.450000,548.960000,765.990000,558.070000,897.000000,555.760000
496.350000,514.910000,635.460000,548.880000,766.020000,557.970000,897.030000,555.620000
496.370000,514.920000,635.500000,548.880000,766.050000,557.940000,897.070000,555.550000
496.400000,514.910000,635.850000,548.950000,766.080000,557.920000,897.090000,554.850000
496.380000,514.900000,635.830000,548.930000,766.110000,557.730000,897.010000,554.130000
496.390000,514.900000,635.840000,548.930000,766.140000,557.740000,896.970000,553.930000
496.400000,514.890000,635.870000,548.870000,766.180000,557.660000,897.000000,554.110000
496.420000,514.890000,635.890000,548.810000,766.200000,557.580000,897.010000,554.080000
496.420000,514.890000,635.900000,548.820000,766.190000,557.560000,897.080000,554.060000
496.430000,514.900000,635.910000,548.840000,766.230000,557.570000,897.120000,554.050000
496.440000,514.900000,635.940000,548.780000,766.210000,557.290000,897.150000,553.920000
496.430000,514.900000,635.940000,548.780000,766.140000,556.960000,897.160000,553.870000
496.440000,514.900000,635.960000,548.720000,766.160000,556.860000,897.210000,553.810000
496.460000,514.890000,635.960000,548.670000,766.200000,556.730000,897.230000,553.740000
496.490000,514.870000,635.990000,548.610000,766.220000,556.710000,897.230000,553.720000
496.870000,514.940000,635.990000,548.600000,766.230000,556.650000,897.270000,553.670000
496.890000,514.930000,636.000000,548.480000,766.310000,556.580000,897.260000,553.600000
496.900000,514.940000,635.880000,547.970000,766.300000,556.550000,897.270000,553.590000
496.900000,514.940000,635.870000,547.980000,766.300000,556.510000,897.250000,553.500000
496.910000,514.940000,635.900000,547.950000,766.220000,556.140000,897.170000,552.830000
496.920000,514.940000,635.920000,547.930000,766.260000,556.120000,897.160000,552.200000
496.920000,514.920000,635.930000,547.880000,766.270000,555.960000,897.220000,552.020000
496.920000,514.910000,635.960000,547.880000,766.190000,555.910000,897.230000,551.970000
496.930000,514.900000,635.960000,547.870000,766.250000,555.890000,897.240000,551.940000
496.930000,514.910000,635.950000,547.860000,766.290000,555.870000,897.230000,551.910000
