242.271792,371.641443
241.99,371.91
241.97,371.81
241.99,371.78
242.02,371.77
242.03,371.76
242.06,371.76
242.07,371.74
242.07,371.69
242.06,371.64
242.04,371.57
242.03,371.49
242.07,371.15
242.08,371.02
242.08,371.03
242.12,371.11
242.14,371.14
242.21,371.15
242.26,371.16
242.27,371.17
242.26,371.15
242.3,371.09
242.33,370.89
242.4,370.88
242.48,370.88
242.63,370.86
242.63,370.86
242.65,370.8
242.67,370.71
242.68,370.68
242.66,370.64
242.67,370.44
242.67,369.96
242.65,369.87
242.62,369.6
242.6,369.27
242.49,369.19
242.32,369.16
242.42,368.93
242.48,368.85
242.67,368.73
242.8,368.53
242.86,368.07
242.86,367.79
243.04,367.28
243.14,367.2
243.17,367.13
243.21,367.04
243.28,366.87
243.54,366.63
243.78,366.13
243.89,365.93
244.01,365.65
244.28,365.24
244.91,365.09
245.31,364.91
245.93,364.9
246.53,365.02
247.15,365.24
247.77,365.34
248.06,365.16
248.43,365.03
248.99,365.02
249.61,365
249.94,364.98
249.95,364.99
249.98,365.01
250.05,364.99
250.07,364.98
250.04,364.97
250.01,365.08
249.95,365.18
249.79,365.34
249.36,365.33
248.66,365.3
248,365.29
247.55,365.04
247.49,364.87
247.44,364.83
247.41,364.81
247.39,364.73
247.53,364.47
247.86,364.14
248.06,363.92
258.334746,271.247982
250.303269,267.232244
244.948951,269.909403
251.641849,267.232244
248.96469,268.570823
249.01,268.73
251.641849,269.909403
251.98,269.9
251.87,269.74
251.82,269.62
251.79,269.25
251.71,269.02
251.6,268.9
251.57,268.8
251.46,268.77
251.45,268.75
251.36,268.59
251.35,268.56
251.34,268.27
251.27,268.12
251.27,268.05
251.22,267.94
251.1,267.79
251,267.73
250.94,267.7
250.93,267.68
250.91,267.45
250.89,267.14
250.87,267.11
250.83,267.09
250.76,266.88
250.76,266.77
250.74,266.73
250.71,266.7
250.68,266.68
250.65,266.55
250.56,266.16
250.5,266.11
250.38,266.09
250.38,266.04
250.37,265.97
250.31,265.8
250.26,265.74
250.22,265.75
250.16,265.71
250.11,265.55
250.09,265.05
250.06,265
249.94,264.93
249.93,264.93
249.93,264.92
249.94,264.88
249.94,264.84
249.93,264.77
249.93,264.73
249.88,264.62
249.82,264.32
249.75,264.06
249.7,264.04
249.66,264
249.61,263.89
249.58,263.78
249.53,263.41
249.36,263.08
249.34,263.05
249.34,263.04
249.28,263
249.22,262.73
249.2,262.65
249.18,262.35
249.11,262.32
249.05,262.21
248.95,262.04
248.95,262.04
248.98,261.99
249,261.97
249.02,261.94
249.04,261.85
249.02,261.6
249.02,261.35
249.03,261.35
249.03,261.4
249.02,261.37
249,261.32
248.96,261.26
248.96,261.25
248.96,261.18
248.95,261.11
248.95,261.02
248.94,260.88
248.94,260.8
248.93,260.45
248.88,260.08
248.78,259.97
248.72,259.93
248.65,259.88
248.63,259.8
248.61,259.77
248.57,259.66
248.51,259.42
248.39,259.2
248.37,259.19
248.29,259.13
248.28,259.14
248.3,259.14
248.34,259.17
248.35,259.15
248.35,259.11
248.3,258.93
248.28,258.82
248.26,258.71
248.25,258.67
248.17,258.5
248.13,258.21
248.13,258.21
248.1,258.17
248.09,258.11
248.06,258.07
247.98,257.99
247.98,257.93
247.96,257.89
247.95,257.84
247.92,257.71
247.9,257.42
247.9,257.24
247.89,257.18
247.88,257.15
247.83,257.02
247.8,256.92
247.81,256.87
247.81,256.8
247.8,256.81
247.8,256.79
247.8,256.75
247.75,256.42
247.71,256.02
247.58,255.85
247.58,255.85
247.47,255.78
247.45,255.33
247.42,255.1
247.38,255.02
247.34,254.79
247.36,254.68
247.38,254.29
247.37,254.18
247.37,254.17
247.35,254.15
247.34,254.01
247.33,253.93
247.31,253.93
247.28,253.93
247.23,253.94
247.21,253.93
247.21,253.88
247.21,253.68
247.13,253.54
247.09,253.23
246.96,253
246.95,252.96
246.92,252.8
246.91,252.82
246.91,252.88
246.89,252.88
246.77,252.65
246.72,252.49
246.72,252.26
246.68,252.13
246.55,251.94
246.37,251.64
246.4,251.43
246.38,251.45
246.36,251.46
246.35,251.46
246.37,251.42
246.39,251.28
246.36,251.26
246.35,251.28
246.32,251.25
246.29,251.12
246.3,250.94
246.23,250.61
246.25,250.4
246.29,250.47
246.29,250.49
246.31,250.62
246.32,250.49
246.31,250.4
246.29,250.22
246.28,250.21
246.29,250.19
246.28,250.06
246.2,249.88
246.22,249.82
246.22,249.82
246.22,249.83
246,249.52
245.98,249.25
245.98,249.25
245.96,249.24
245.93,249.22
245.93,249.22
245.92,249.22
245.94,249.14
246.05,249.03
246.24,248.95
246.72,248.69
247.28,248.18
247.64,247.78
247.81,247.45
248.02,247.08
248.14,246.97
248.3,246.88
248.41,246.55
248.64,246.24
248.74,246.25
249.01,246.24
249.21,246.19
249.53,245.92
249.7,245.66
249.75,245.39
249.76,245.32
249.77,245.35
249.83,245.63
249.81,245.87
249.77,245.92
249.71,245.96
249.34,246.02
249.03,246.13
248.91,246.14
248.85,246.13
248.74,245.96
248.73,245.95
248.69,245.97
248.6,245.98
248.53,245.97
248.33,245.93
248.19,245.86
248.18,245.87
248.1,245.86
248.05,245.61
248.06,245.14
248.1,244.97
248.17,245
248.23,244.97
248.27,244.88
248.25,244.84
248.27,244.72
248.25,244.69
248.21,244.64
248.19,244.55
248.2,244.19
248.19,244.1
248.19,244.1
248.18,244.09
248.17,244.09
248.13,244
248.09,243.64
248.12,243.48
248.12,243.49
248.13,243.49
248.11,243.24
248.13,243.17
248.15,243.12
248.14,243.13
248.12,243.15
248.09,243.14
248.04,243.08
248.01,242.98
248,242.93
247.98,242.79
247.98,242.72
247.96,242.42
247.97,242.14
247.97,242.1
247.94,242.02
247.86,241.9
247.81,241.84
247.78,241.77
247.76,241.65
247.77,241.59
247.76,241.13
247.68,240.93
247.64,240.83
247.64,240.82
247.64,240.84
247.63,240.8
247.59,240.61
247.51,240.48
247.43,240.23
247.36,240.16
247.28,239.91
247.26,239.66
247.28,239.35
247.25,239.19
247.23,239.15
247.22,239.14
247.3,239.17
247.3,239.11
247.26,239
247.23,238.84
247.2,238.78
247.2,238.77
247.18,238.6
247.17,238.51
247.17,238.22
247.14,238.17
247.18,238.16
247.2,238.14
247.13,237.89
247.14,237.79
247.09,237.52
247.12,237.21
247.12,237.21
247.12,237.2
247.12,237.2
247.08,237.09
247.03,236.85
247,236.79
246.97,236.68
246.97,236.6
246.93,236.56
246.91,236.26
246.85,236.02
246.85,235.89
246.86,235.89
246.88,235.91
246.88,235.9
246.74,235.64
246.8,235.41
246.87,235.23
246.89,235.2
247,234.91
247.17,234.8
247.39,234.57
247.73,234.17
247.81,234
248.08,233.63
248.26,233.12
248.41,232.91
248.56,232.4
248.64,232.3
248.82,232.04
248.89,231.83
248.91,231.76
249.02,231.73
249.17,231.68
249.34,231.67
249.41,231.64
249.69,231.63
249.86,231.67
249.91,231.73
249.92,231.74
249.94,231.74
249.95,231.77
249.94,231.79
249.83,231.83
249.47,231.9
249.04,231.83
248.92,231.75
248.69,231.69
248.56,231.64
248.37,231.72
248.32,231.72
248.2,231.7
248.16,231.7
248.16,231.73
248.13,231.85
248.12,231.84
248.13,231.74
248.15,231.65
248.13,231.61
248.04,231.49
