pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y
473.960000,701.980000,0.000000,0.000000
473.940000,701.970000,0.000000,0.000000
473.970000,701.940000,0.000000,0.000000
473.960000,701.910000,0.000000,0.000000
474.000000,701.980000,0.000000,0.000000
474.000000,701.990000,0.000000,0.000000
474.000000,701.980000,0.000000,0.000000
473.970000,701.960000,0.000000,0.000000
473.970000,701.960000,0.000000,0.000000
473.980000,701.990000,0.000000,0.000000
474.000000,702.000000,0.000000,0.000000
473.990000,702.020000,0.000000,0.000000
473.970000,702.030000,0.000000,0.000000
473.960000,702.030000,0.000000,0.000000
473.970000,702.050000,0.000000,0.000000
