pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y
1017.684116,268.442238,1391.980144,289.236462,NaN,NaN
1018.010000,267.990000,1392.010000,289.160000,NaN,NaN
1018.010000,267.990000,1392.010000,289.160000,NaN,NaN
1018.020000,267.840000,1392.020000,288.980000,NaN,NaN
1017.930000,267.920000,1391.980000,288.930000,NaN,NaN
1018.000000,267.860000,1391.970000,288.820000,NaN,NaN
1018.010000,267.880000,1392.030000,288.920000,NaN,NaN
1017.980000,267.780000,1392.010000,288.920000,NaN,NaN
1017.970000,267.710000,1391.910000,288.710000,NaN,NaN
1018.020000,267.650000,1391.970000,288.660000,NaN,NaN
1018.060000,267.430000,1392.030000,288.290000,NaN,NaN
1018.100000,266.900000,1392.080000,287.910000,NaN,NaN
1018.100000,266.660000,1392.100000,287.990000,NaN,NaN
1018.520000,267.460000,1392.180000,287.900000,NaN,NaN
1019.700000,267.860000,1392.320000,287.840000,NaN,NaN
1020.100000,268.160000,1392.380000,288.010000,NaN,NaN
1019.740000,268.340000,1392.600000,288.330000,NaN,NaN
1019.830000,269.110000,1393.310000,289.060000,NaN,NaN
1019.670000,269.710000,1394.020000,289.790000,NaN,NaN
1018.560000,269.960000,1394.700000,290.640000,NaN,NaN
1017.890000,270.200000,1394.650000,290.940000,NaN,NaN
1017.610000,270.700000,1394.490000,291.220000,NaN,NaN
1017.020000,271.200000,1393.680000,292.210000,NaN,NaN
1015.820000,271.710000,1392.860000,293.210000,NaN,NaN
1015.240000,271.650000,1392.090000,294.050000,NaN,NaN
1015.110000,271.950000,1391.390000,295.120000,NaN,NaN
1014.950000,272.180000,1391.250000,295.920000,NaN,NaN
1014.290000,272.180000,1391.300000,296.640000,NaN,NaN
1013.980000,272.260000,1391.350000,297.020000,NaN,NaN
1014.070000,272.160000,1391.350000,297.130000,NaN,NaN
1014.240000,272.070000,1391.390000,297.140000,NaN,NaN
1013.910000,272.020000,1391.550000,297.000000,NaN,NaN
1013.990000,271.810000,1392.220000,296.920000,NaN,NaN
1013.840000,271.840000,1392.960000,296.970000,NaN,NaN
1013.710000,271.980000,1393.700000,297.210000,NaN,NaN
1013.880000,271.960000,1393.780000,297.390000,NaN,NaN
1013.780000,271.940000,1393.760000,298.230000,NaN,NaN
1013.510000,272.130000,1393.750000,299.060000,NaN,NaN
1013.610000,272.060000,1393.910000,299.370000,NaN,NaN
1013.550000,272.090000,1393.940000,299.790000,NaN,NaN
1014.120000,271.950000,1394.200000,299.950000,NaN,NaN
1015.020000,271.880000,1394.270000,299.860000,NaN,NaN
1015.710000,271.800000,1394.560000,299.690000,NaN,NaN
1016.200000,271.100000,1395.510000,299.470000,NaN,NaN
1016.980000,270.130000,1396.470000,298.940000,NaN,NaN
1017.980000,269.250000,1397.460000,298.030000,NaN,NaN
1018.960000,268.300000,1398.290000,297.300000,NaN,NaN
1020.010000,268.080000,1399.360000,297.360000,NaN,NaN
1021.090000,268.000000,1400.230000,297.280000,NaN,NaN
1022.230000,268.040000,1401.110000,297.310000,NaN,NaN
1023.300000,267.960000,1401.920000,297.280000,NaN,NaN
1023.950000,268.150000,1402.610000,297.440000,NaN,NaN
1024.900000,268.040000,1402.680000,298.080000,NaN,NaN
1025.730000,268.110000,1402.700000,298.720000,NaN,NaN
1025.690000,268.040000,1402.670000,298.960000,NaN,NaN
1026.000000,268.310000,1402.860000,298.860000,NaN,NaN
1025.800000,268.940000,1402.610000,299.160000,NaN,NaN
1025.910000,268.220000,1401.960000,299.220000,NaN,NaN
1025.760000,268.160000,1401.190000,299.380000,NaN,NaN
1024.170000,268.420000,1400.400000,300.160000,NaN,NaN
1023.250000,269.710000,1400.280000,300.840000,NaN,NaN
1022.430000,270.160000,1399.980000,301.730000,NaN,NaN
1023.800000,269.910000,1399.850000,301.630000,NaN,NaN
1024.190000,270.020000,1399.760000,301.960000,NaN,NaN
1024.410000,270.090000,1399.680000,302.730000,NaN,NaN
1022.000000,270.100000,1398.320000,302.830000,NaN,NaN
1020.160000,270.160000,1396.930000,302.940000,NaN,NaN
1018.580000,270.300000,1396.050000,303.200000,NaN,NaN
1017.360000,270.380000,1395.070000,303.340000,NaN,NaN
1015.920000,270.400000,1394.080000,304.090000,NaN,NaN
1015.640000,270.420000,1393.400000,303.730000,NaN,NaN
1015.920000,270.590000,1393.250000,304.230000,NaN,NaN
1016.190000,270.970000,1393.070000,304.670000,NaN,NaN
1015.740000,272.350000,1392.880000,304.940000,NaN,NaN
1014.940000,272.560000,1392.730000,304.890000,NaN,NaN
