315.127185,133.54685,291.739525,252.434126,278.096723,342.086825,262.504949,420.045694,227.423458,507.749422,200.137853,577.014461,176.750193,651.97333
315,134,292.01,251.99,278.04,341.97,263.04,419.98,227.01,507.97,200.02,576.99,177.02,652
314.99,134,292.01,251.98,278.07,341.95,263.06,419.98,227.05,507.99,200.06,577.02,177.03,651.99
314.98,133.99,292.02,251.97,278.09,341.93,263.09,419.97,227.12,507.96,200.06,577.02,177.05,651.99
314.97,133.99,292.02,251.95,278.1,341.9,263.12,419.95,227.18,507.95,200.11,577.04,177.05,651.98
314.97,133.99,292.02,251.95,278.1,341.9,263.14,419.94,227.21,507.95,200.13,577.04,177.05,651.98
314.97,133.99,292.02,251.95,278.1,341.9,263.14,419.94,227.21,507.95,200.12,577.05,177.05,651.98
314.97,133.99,292.02,251.95,278.1,341.9,263.14,419.94,227.23,507.95,200.12,577.06,177.05,651.98
314.97,133.99,292.02,251.95,278.1,341.9,263.21,419.92,227.71,507.93,200.12,577.05,177.05,651.98
314.97,133.99,292.02,251.93,278.11,341.9,263.23,419.91,227.82,507.93,200.14,577.04,177.05,651.98
314.96,133.99,292.02,251.92,278.16,341.86,263.44,419.91,227.8,507.93,200.11,577.04,177.05,651.98
314.95,133.99,292.01,251.9,278.18,341.81,263.82,419.87,227.78,507.94,200.12,577.05,177.05,651.97
314.92,133.98,292.02,251.79,278.25,341.69,263.77,419.76,227.78,507.92,200.14,577.09,177.01,651.94
314.92,133.98,292.01,251.79,278.27,341.68,263.79,419.75,227.79,507.92,200.13,577.09,177,651.93
314.92,133.98,292.01,251.79,278.27,341.68,263.8,419.74,227.78,507.91,200.14,577.09,176.97,651.91
314.92,133.98,292.01,251.78,278.31,341.64,263.9,419.64,227.95,507.85,200.15,576.95,176.94,651.87
314.92,133.98,292.01,251.76,278.33,341.6,263.9,419.59,227.91,507.8,200.16,576.89,176.93,651.81
314.92,133.99,292.1,251.74,278.45,341.55,263.91,419.56,227.95,507.45,200.1,576.72,176.89,651.62
314.93,133.98,292.17,251.72,278.68,341.48,263.94,419.46,227.95,507.39,200.09,576.67,176.93,651.13
314.95,133.98,292.16,251.69,278.77,341.4,263.95,419.33,227.97,507.34,200.09,576.54,176.88,651.06
314.95,133.98,292.16,251.69,278.8,341.39,263.97,419.29,227.94,507.08,200.16,576.31,176.88,650.93
